a_id,a_name,b_id,b_name,score,reasons,a_date,b_date,a_coords,b_coords,a_map,b_map
BDS-MASTER-0055,Chưa đặt tên,BDS-MASTER-0379,này dự kiến 2026 sẽ bắt đầu ra tin à image by Huy M - IM,80,same_map_link,2026-06-29,2025-04-21,"10.970034, 106.715651",,https://www.google.com/maps?q=10.8403809; https://maps.app.goo.gl/LU2Nvzo1LBLur6; https://maps.app.goo.gl/7uS84wL1B4oMwKEw9?g_st=ipc; https://www.google.com/maps/d/edit?mid; https://www.google.com/maps/d/edit?mid=1HzxvPX,https://www.google.com/maps/d/edit?mid
BDS-MASTER-0055,Chưa đặt tên,BDS-MASTER-0410,ở khu Long Phước,80,same_map_link,2026-06-29,2023-06-10,"10.970034, 106.715651","10.8155176, 106.839008",https://www.google.com/maps?q=10.8403809; https://maps.app.goo.gl/LU2Nvzo1LBLur6; https://maps.app.goo.gl/7uS84wL1B4oMwKEw9?g_st=ipc; https://www.google.com/maps/d/edit?mid; https://www.google.com/maps/d/edit?mid=1HzxvPX,https://goo.gl/maps/CJMhzfJXxVkLkHgVA
BDS-MASTER-0055,Chưa đặt tên,BDS-MASTER-0431,Vo Van Kiet Gop 2 Lo (IN),80,same_map_link,2026-06-29,,"10.970034, 106.715651","10.8403809, 106.7198151",https://www.google.com/maps?q=10.8403809; https://maps.app.goo.gl/LU2Nvzo1LBLur6; https://maps.app.goo.gl/7uS84wL1B4oMwKEw9?g_st=ipc; https://www.google.com/maps/d/edit?mid; https://www.google.com/maps/d/edit?mid=1HzxvPX,"https://www.google.com/maps?q=10.8403809; https://www.google.com/maps?q=10.8403809,106.7198151&entry=gps&shh=CAE&lucs=,94297699,94231188,9428"
BDS-MASTER-0055,Chưa đặt tên,BDS-MASTER-0437,cùng phân khúc rẻ nhất Q9 Kiếm các dự án ở khu Long Phước,80,same_map_link,2026-06-29,2023-06-10,"10.970034, 106.715651","10.8155176, 106.839008",https://www.google.com/maps?q=10.8403809; https://maps.app.goo.gl/LU2Nvzo1LBLur6; https://maps.app.goo.gl/7uS84wL1B4oMwKEw9?g_st=ipc; https://www.google.com/maps/d/edit?mid; https://www.google.com/maps/d/edit?mid=1HzxvPX,https://goo.gl/maps/CJMhzfJXxVkLkHgVA
BDS-MASTER-0055,Chưa đặt tên,BDS-MASTER-0440,của DIG,80,same_map_link,2026-06-29,2025-04-18,"10.970034, 106.715651",,https://www.google.com/maps?q=10.8403809; https://maps.app.goo.gl/LU2Nvzo1LBLur6; https://maps.app.goo.gl/7uS84wL1B4oMwKEw9?g_st=ipc; https://www.google.com/maps/d/edit?mid; https://www.google.com/maps/d/edit?mid=1HzxvPX,https://www.google.com/maps/d/edit?mid
BDS-MASTER-0055,Chưa đặt tên,BDS-MASTER-0441,của DIG rồi ạ Begin quote,80,same_map_link,2026-06-29,2025-04-18,"10.970034, 106.715651",,https://www.google.com/maps?q=10.8403809; https://maps.app.goo.gl/LU2Nvzo1LBLur6; https://maps.app.goo.gl/7uS84wL1B4oMwKEw9?g_st=ipc; https://www.google.com/maps/d/edit?mid; https://www.google.com/maps/d/edit?mid=1HzxvPX,https://maps.app.goo.gl/5iiRqTtYeBvcHiWK6?g_st=com.microsoft.skype.teams.extshare
BDS-MASTER-0064,có 2 mặt tiền đường Thuận An Hóa rộng khoảng 60m,BDS-MASTER-0123,132 $/phòng/đêm 145,80,same_map_link,2022-09-06,2022-11-04,"10.8569731, 106.7820395","10.0933353, 103.9855213",https://goo.gl/maps/g4UerEukDLx9YjWt5,https://goo.gl/maps/TKu4Ej99YDW51J8o6; https://goo.gl/maps/g4UerEukDLx9YjWt5
BDS-MASTER-0068,tại 353 Nơ Trang Long,BDS-MASTER-0481,xung quanh do phòng R&D tổng hợp,80,same_map_link,2025-10-07,,"10.8195551, 106.702349",,https://www.google.com/maps/d/edit?mid=1Fl7DvT-DOnJvyHZ0Oq5v-nUadBLGHFo&usp=sharing,https://www.google.com/maps/d/edit?mid=1Fl7DvT-DOnJvyHZ0Oq5v-nUadBLGHFo&usp=sharing
BDS-MASTER-0076,có 1 mặt tiền đường Song Hành rộng khoảng 110m của đường Xa lộ Hà Nội,BDS-MASTER-0123,132 $/phòng/đêm 145,80,same_map_link,2022-09-06,2022-11-04,"10.8569731, 106.7820395","10.0933353, 103.9855213",https://goo.gl/maps/g4UerEukDLx9YjWt5,https://goo.gl/maps/TKu4Ej99YDW51J8o6; https://goo.gl/maps/g4UerEukDLx9YjWt5
BDS-MASTER-0080,~38ha,BDS-MASTER-0139,Văn phòng – An Phú,80,same_map_link,,,,,https://www.google.com/maps/d/edit?mid=1SAcLUqc-JTEBiY1uNXVoDUdI-a5wJd0&ll=10.002013642197713%2C105; https://www.google.com/maps/d/edit?mid=1SAcLUqc-JTEBiY1uNXVoDUdI-a5wJd0&ll=10.002013642197713%2C105…,https://www.google.com/maps/d/edit?mid=1SAcLUqc-JTEBiY1uNXVoDUdI-a5wJd0&ll=10.002013642197713%2C105; https://www.google.com/maps/d/edit?mid=1SAcLUqc-JTEBiY1uNXVoDUdI-a5wJd0&ll=10.002013642197713%2C105…
BDS-MASTER-0080,~38ha,BDS-MASTER-0173,hiệu quả với tỷ lệ LNTT/TMĐT từ > 12% là từ 90 triệu đồng/m2,80,same_map_link,,,,,https://www.google.com/maps/d/edit?mid=1SAcLUqc-JTEBiY1uNXVoDUdI-a5wJd0&ll=10.002013642197713%2C105; https://www.google.com/maps/d/edit?mid=1SAcLUqc-JTEBiY1uNXVoDUdI-a5wJd0&ll=10.002013642197713%2C105…,https://www.google.com/maps/d/edit?mid=1SAcLUqc-JTEBiY1uNXVoDUdI-a5wJd0&ll=10.002013642197713%2C105; https://www.google.com/maps/d/edit?mid=1SAcLUqc-JTEBiY1uNXVoDUdI-a5wJd0&ll=10.002013642197713%2C105…
BDS-MASTER-0080,~38ha,BDS-MASTER-0349,NOXH Đồng Nai (2 dự án trung tâm Biên Hòa)1,80,same_map_link,,,,,https://www.google.com/maps/d/edit?mid=1SAcLUqc-JTEBiY1uNXVoDUdI-a5wJd0&ll=10.002013642197713%2C105; https://www.google.com/maps/d/edit?mid=1SAcLUqc-JTEBiY1uNXVoDUdI-a5wJd0&ll=10.002013642197713%2C105…,https://www.google.com/maps/d/edit?mid=1SAcLUqc-JTEBiY1uNXVoDUdI-a5wJd0&ll=10.002013642197713%2C105; https://www.google.com/maps/d/edit?mid=1SAcLUqc-JTEBiY1uNXVoDUdI-a5wJd0&ll=10.002013642197713%2C105…
BDS-MASTER-0080,~38ha,BDS-MASTER-0368,hạ tầng kết nối lớn tại các tỉnh thành lân cận,80,same_map_link,,,,,https://www.google.com/maps/d/edit?mid=1SAcLUqc-JTEBiY1uNXVoDUdI-a5wJd0&ll=10.002013642197713%2C105; https://www.google.com/maps/d/edit?mid=1SAcLUqc-JTEBiY1uNXVoDUdI-a5wJd0&ll=10.002013642197713%2C105…,https://www.google.com/maps/d/edit?mid=1SAcLUqc-JTEBiY1uNXVoDUdI-a5wJd0&ll=10.002013642197713%2C105; https://www.google.com/maps/d/edit?mid=1SAcLUqc-JTEBiY1uNXVoDUdI-a5wJd0&ll=10.002013642197713%2C105…
BDS-MASTER-0080,~38ha,BDS-MASTER-0414,35ha 1,80,same_map_link,,,,,https://www.google.com/maps/d/edit?mid=1SAcLUqc-JTEBiY1uNXVoDUdI-a5wJd0&ll=10.002013642197713%2C105; https://www.google.com/maps/d/edit?mid=1SAcLUqc-JTEBiY1uNXVoDUdI-a5wJd0&ll=10.002013642197713%2C105…,https://www.google.com/maps/d/edit?mid=1SAcLUqc-JTEBiY1uNXVoDUdI-a5wJd0&ll=10.002013642197713%2C105; https://www.google.com/maps/d/edit?mid=1SAcLUqc-JTEBiY1uNXVoDUdI-a5wJd0&ll=10.002013642197713%2C105…
BDS-MASTER-0080,~38ha,BDS-MASTER-0443,của mình sẽ thực hiện đồng bộ theo hạ tầng của tỉnh Vậy cầu này làm để kết nói đường bộ ven biể,80,same_map_link,,2023-04-26,,,https://www.google.com/maps/d/edit?mid=1SAcLUqc-JTEBiY1uNXVoDUdI-a5wJd0&ll=10.002013642197713%2C105; https://www.google.com/maps/d/edit?mid=1SAcLUqc-JTEBiY1uNXVoDUdI-a5wJd0&ll=10.002013642197713%2C105…,https://www.google.com/maps/d/edit?mid=1SAcLUqc-JTEBiY1uNXVoDUdI-a5wJd0&ll=10.002013642197713%2C105; https://www.google.com/maps/d/edit?mid=1SAcLUqc-JTEBiY1uNXVoDUdI-a5wJd0&ll=10.002013642197713%2C105…
BDS-MASTER-0113,chung cư Hải Sơn có diện tích đất 8,BDS-MASTER-0235,đã và đang thực hiện trên BCTC,80,same_map_link,,,,,https://www.google.com/maps/d/edit?mid=1pYF3M65dQngj9P_VP8SbXUKy92nYnFo&usp=sharing,https://www.google.com/maps/d/edit?mid=1pYF3M65dQngj9P_VP8SbXUKy92nYnFo&usp=sharing
BDS-MASTER-0113,chung cư Hải Sơn có diện tích đất 8,BDS-MASTER-0490,Hiyori e đang tổng hợp thông tin,80,same_map_link,,2025-09-29,,,https://www.google.com/maps/d/edit?mid=1pYF3M65dQngj9P_VP8SbXUKy92nYnFo&usp=sharing,https://www.google.com/maps/d/edit?mid=1pYF3M65dQngj9P_VP8SbXUKy92nYnFo&usp=sharing
BDS-MASTER-0113,chung cư Hải Sơn có diện tích đất 8,BDS-MASTER-0498,không với những hạn chế ở trên,80,same_map_link,,,,,https://www.google.com/maps/d/edit?mid=1pYF3M65dQngj9P_VP8SbXUKy92nYnFo&usp=sharing,https://www.google.com/maps/d/edit?mid=1pYF3M65dQngj9P_VP8SbXUKy92nYnFo&usp=sharing
BDS-MASTER-0114,chung cư trên quy đất này có thể theo 2 hướng,BDS-MASTER-0123,132 $/phòng/đêm 145,80,same_map_link,2022-08-26,2022-11-04,"10.8569731, 106.7820395","10.0933353, 103.9855213",https://goo.gl/maps/g4UerEukDLx9YjWt5,https://goo.gl/maps/TKu4Ej99YDW51J8o6; https://goo.gl/maps/g4UerEukDLx9YjWt5
BDS-MASTER-0120,(Chi phí đất,BDS-MASTER-0127,Giá bán đề xuất,80,same_map_link,2022-12-15,2022-09-06,"20.235725, 106.4009513","21.250395, 105.5350413",https://goo.gl/maps/1eXNtJWdQZHPkvXp8; https://goo.gl/maps/eqfdgJBc7XT7VhAW8,https://goo.gl/maps/eqfdgJBc7XT7VhAW8
BDS-MASTER-0120,(Chi phí đất,BDS-MASTER-0144,không đạt hiệu quả tài chính,80,same_map_link,2022-12-15,2023-04-11,"20.235725, 106.4009513","10.7859743, 106.6805759",https://goo.gl/maps/1eXNtJWdQZHPkvXp8; https://goo.gl/maps/eqfdgJBc7XT7VhAW8,https://goo.gl/maps/AivqKgNA3GRARDNZ7; https://goo.gl/maps/eqfdgJBc7XT7VhAW8
BDS-MASTER-0120,(Chi phí đất,BDS-MASTER-0151,50ha thuộc huyện Vĩnh Tường – Yên Lạc,80,same_map_link,2022-12-15,2024-12-16,"20.235725, 106.4009513","21.250395, 105.5350413",https://goo.gl/maps/1eXNtJWdQZHPkvXp8; https://goo.gl/maps/eqfdgJBc7XT7VhAW8,https://goo.gl/maps/eqfdgJBc7XT7VhAW8
BDS-MASTER-0120,(Chi phí đất,BDS-MASTER-0155,Hải Âu tại Bãi Trường,80,same_map_link,2022-12-15,2022-11-04,"20.235725, 106.4009513","21.250395, 105.5350413",https://goo.gl/maps/1eXNtJWdQZHPkvXp8; https://goo.gl/maps/eqfdgJBc7XT7VhAW8,https://goo.gl/maps/eqfdgJBc7XT7VhAW8
BDS-MASTER-0120,(Chi phí đất,BDS-MASTER-0170,có tỷ lệ LNTT/TMDT đạt hiệu quả nhưng không đạt hiệu quả về chỉ tiêu IRR,80,same_map_link,2022-12-15,2024-12-16,"20.235725, 106.4009513","21.250395, 105.5350413",https://goo.gl/maps/1eXNtJWdQZHPkvXp8; https://goo.gl/maps/eqfdgJBc7XT7VhAW8,https://goo.gl/maps/eqfdgJBc7XT7VhAW8
BDS-MASTER-0120,(Chi phí đất,BDS-MASTER-0171,cơ bản đạt hiệu quả tài chính,80,same_map_link,2022-12-15,2022-09-06,"20.235725, 106.4009513","10.0834553, 103.9870113",https://goo.gl/maps/1eXNtJWdQZHPkvXp8; https://goo.gl/maps/eqfdgJBc7XT7VhAW8,https://goo.gl/maps/QUDziRBdFv7URi8QA; https://goo.gl/maps/eqfdgJBc7XT7VhAW8
BDS-MASTER-0120,(Chi phí đất,BDS-MASTER-0174,không đạt hiệu quả tài,80,same_map_link,2022-12-15,2022-12-14,"20.235725, 106.4009513","21.250395, 105.5350413",https://goo.gl/maps/1eXNtJWdQZHPkvXp8; https://goo.gl/maps/eqfdgJBc7XT7VhAW8,https://goo.gl/maps/eqfdgJBc7XT7VhAW8
BDS-MASTER-0120,(Chi phí đất,BDS-MASTER-0175,kết nối vào quỹ đất,80,same_map_link,2022-12-15,2022-09-26,"20.235725, 106.4009513","21.250395, 105.5350413",https://goo.gl/maps/1eXNtJWdQZHPkvXp8; https://goo.gl/maps/eqfdgJBc7XT7VhAW8,https://goo.gl/maps/eqfdgJBc7XT7VhAW8
BDS-MASTER-0120,(Chi phí đất,BDS-MASTER-0246,KDC,80,same_map_link,2022-12-15,2022-08-22,"20.235725, 106.4009513","21.250395, 105.5350413",https://goo.gl/maps/1eXNtJWdQZHPkvXp8; https://goo.gl/maps/eqfdgJBc7XT7VhAW8,https://goo.gl/maps/eqfdgJBc7XT7VhAW8
BDS-MASTER-0120,(Chi phí đất,BDS-MASTER-0278,50ha ở Vĩnh Yên,80,same_map_link,2022-12-15,2024-12-16,"20.235725, 106.4009513","21.250395, 105.5350413",https://goo.gl/maps/1eXNtJWdQZHPkvXp8; https://goo.gl/maps/eqfdgJBc7XT7VhAW8,https://goo.gl/maps/eqfdgJBc7XT7VhAW8
BDS-MASTER-0120,(Chi phí đất,BDS-MASTER-0341,HLW - Merryaland 1,80,same_map_link,2022-12-15,2022-08-23,"20.235725, 106.4009513","21.250395, 105.5350413",https://goo.gl/maps/1eXNtJWdQZHPkvXp8; https://goo.gl/maps/eqfdgJBc7XT7VhAW8,https://goo.gl/maps/eqfdgJBc7XT7VhAW8
BDS-MASTER-0120,(Chi phí đất,BDS-MASTER-0399,Đà Nẵng,80,same_map_link,2022-12-15,2022-09-12,"20.235725, 106.4009513","21.250395, 105.5350413",https://goo.gl/maps/1eXNtJWdQZHPkvXp8; https://goo.gl/maps/eqfdgJBc7XT7VhAW8,https://goo.gl/maps/eqfdgJBc7XT7VhAW8
BDS-MASTER-0127,Giá bán đề xuất,BDS-MASTER-0144,không đạt hiệu quả tài chính,80,same_map_link,2022-09-06,2023-04-11,"21.250395, 105.5350413","10.7859743, 106.6805759",https://goo.gl/maps/eqfdgJBc7XT7VhAW8,https://goo.gl/maps/AivqKgNA3GRARDNZ7; https://goo.gl/maps/eqfdgJBc7XT7VhAW8
BDS-MASTER-0127,Giá bán đề xuất,BDS-MASTER-0171,cơ bản đạt hiệu quả tài chính,80,same_map_link,2022-09-06,2022-09-06,"21.250395, 105.5350413","10.0834553, 103.9870113",https://goo.gl/maps/eqfdgJBc7XT7VhAW8,https://goo.gl/maps/QUDziRBdFv7URi8QA; https://goo.gl/maps/eqfdgJBc7XT7VhAW8
BDS-MASTER-0139,Văn phòng – An Phú,BDS-MASTER-0173,hiệu quả với tỷ lệ LNTT/TMĐT từ > 12% là từ 90 triệu đồng/m2,80,same_map_link,,,,,https://www.google.com/maps/d/edit?mid=1SAcLUqc-JTEBiY1uNXVoDUdI-a5wJd0&ll=10.002013642197713%2C105; https://www.google.com/maps/d/edit?mid=1SAcLUqc-JTEBiY1uNXVoDUdI-a5wJd0&ll=10.002013642197713%2C105…,https://www.google.com/maps/d/edit?mid=1SAcLUqc-JTEBiY1uNXVoDUdI-a5wJd0&ll=10.002013642197713%2C105; https://www.google.com/maps/d/edit?mid=1SAcLUqc-JTEBiY1uNXVoDUdI-a5wJd0&ll=10.002013642197713%2C105…
BDS-MASTER-0139,Văn phòng – An Phú,BDS-MASTER-0349,NOXH Đồng Nai (2 dự án trung tâm Biên Hòa)1,80,same_map_link,,,,,https://www.google.com/maps/d/edit?mid=1SAcLUqc-JTEBiY1uNXVoDUdI-a5wJd0&ll=10.002013642197713%2C105; https://www.google.com/maps/d/edit?mid=1SAcLUqc-JTEBiY1uNXVoDUdI-a5wJd0&ll=10.002013642197713%2C105…,https://www.google.com/maps/d/edit?mid=1SAcLUqc-JTEBiY1uNXVoDUdI-a5wJd0&ll=10.002013642197713%2C105; https://www.google.com/maps/d/edit?mid=1SAcLUqc-JTEBiY1uNXVoDUdI-a5wJd0&ll=10.002013642197713%2C105…
BDS-MASTER-0139,Văn phòng – An Phú,BDS-MASTER-0368,hạ tầng kết nối lớn tại các tỉnh thành lân cận,80,same_map_link,,,,,https://www.google.com/maps/d/edit?mid=1SAcLUqc-JTEBiY1uNXVoDUdI-a5wJd0&ll=10.002013642197713%2C105; https://www.google.com/maps/d/edit?mid=1SAcLUqc-JTEBiY1uNXVoDUdI-a5wJd0&ll=10.002013642197713%2C105…,https://www.google.com/maps/d/edit?mid=1SAcLUqc-JTEBiY1uNXVoDUdI-a5wJd0&ll=10.002013642197713%2C105; https://www.google.com/maps/d/edit?mid=1SAcLUqc-JTEBiY1uNXVoDUdI-a5wJd0&ll=10.002013642197713%2C105…
BDS-MASTER-0139,Văn phòng – An Phú,BDS-MASTER-0414,35ha 1,80,same_map_link,,,,,https://www.google.com/maps/d/edit?mid=1SAcLUqc-JTEBiY1uNXVoDUdI-a5wJd0&ll=10.002013642197713%2C105; https://www.google.com/maps/d/edit?mid=1SAcLUqc-JTEBiY1uNXVoDUdI-a5wJd0&ll=10.002013642197713%2C105…,https://www.google.com/maps/d/edit?mid=1SAcLUqc-JTEBiY1uNXVoDUdI-a5wJd0&ll=10.002013642197713%2C105; https://www.google.com/maps/d/edit?mid=1SAcLUqc-JTEBiY1uNXVoDUdI-a5wJd0&ll=10.002013642197713%2C105…
BDS-MASTER-0139,Văn phòng – An Phú,BDS-MASTER-0443,của mình sẽ thực hiện đồng bộ theo hạ tầng của tỉnh Vậy cầu này làm để kết nói đường bộ ven biể,80,same_map_link,,2023-04-26,,,https://www.google.com/maps/d/edit?mid=1SAcLUqc-JTEBiY1uNXVoDUdI-a5wJd0&ll=10.002013642197713%2C105; https://www.google.com/maps/d/edit?mid=1SAcLUqc-JTEBiY1uNXVoDUdI-a5wJd0&ll=10.002013642197713%2C105…,https://www.google.com/maps/d/edit?mid=1SAcLUqc-JTEBiY1uNXVoDUdI-a5wJd0&ll=10.002013642197713%2C105; https://www.google.com/maps/d/edit?mid=1SAcLUqc-JTEBiY1uNXVoDUdI-a5wJd0&ll=10.002013642197713%2C105…
BDS-MASTER-0144,không đạt hiệu quả tài chính,BDS-MASTER-0151,50ha thuộc huyện Vĩnh Tường – Yên Lạc,80,same_map_link,2023-04-11,2024-12-16,"10.7859743, 106.6805759","21.250395, 105.5350413",https://goo.gl/maps/AivqKgNA3GRARDNZ7; https://goo.gl/maps/eqfdgJBc7XT7VhAW8,https://goo.gl/maps/eqfdgJBc7XT7VhAW8
BDS-MASTER-0144,không đạt hiệu quả tài chính,BDS-MASTER-0155,Hải Âu tại Bãi Trường,80,same_map_link,2023-04-11,2022-11-04,"10.7859743, 106.6805759","21.250395, 105.5350413",https://goo.gl/maps/AivqKgNA3GRARDNZ7; https://goo.gl/maps/eqfdgJBc7XT7VhAW8,https://goo.gl/maps/eqfdgJBc7XT7VhAW8
BDS-MASTER-0144,không đạt hiệu quả tài chính,BDS-MASTER-0170,có tỷ lệ LNTT/TMDT đạt hiệu quả nhưng không đạt hiệu quả về chỉ tiêu IRR,80,same_map_link,2023-04-11,2024-12-16,"10.7859743, 106.6805759","21.250395, 105.5350413",https://goo.gl/maps/AivqKgNA3GRARDNZ7; https://goo.gl/maps/eqfdgJBc7XT7VhAW8,https://goo.gl/maps/eqfdgJBc7XT7VhAW8
BDS-MASTER-0144,không đạt hiệu quả tài chính,BDS-MASTER-0175,kết nối vào quỹ đất,80,same_map_link,2023-04-11,2022-09-26,"10.7859743, 106.6805759","21.250395, 105.5350413",https://goo.gl/maps/AivqKgNA3GRARDNZ7; https://goo.gl/maps/eqfdgJBc7XT7VhAW8,https://goo.gl/maps/eqfdgJBc7XT7VhAW8
BDS-MASTER-0144,không đạt hiệu quả tài chính,BDS-MASTER-0246,KDC,80,same_map_link,2023-04-11,2022-08-22,"10.7859743, 106.6805759","21.250395, 105.5350413",https://goo.gl/maps/AivqKgNA3GRARDNZ7; https://goo.gl/maps/eqfdgJBc7XT7VhAW8,https://goo.gl/maps/eqfdgJBc7XT7VhAW8
BDS-MASTER-0144,không đạt hiệu quả tài chính,BDS-MASTER-0278,50ha ở Vĩnh Yên,80,same_map_link,2023-04-11,2024-12-16,"10.7859743, 106.6805759","21.250395, 105.5350413",https://goo.gl/maps/AivqKgNA3GRARDNZ7; https://goo.gl/maps/eqfdgJBc7XT7VhAW8,https://goo.gl/maps/eqfdgJBc7XT7VhAW8
BDS-MASTER-0144,không đạt hiệu quả tài chính,BDS-MASTER-0341,HLW - Merryaland 1,80,same_map_link,2023-04-11,2022-08-23,"10.7859743, 106.6805759","21.250395, 105.5350413",https://goo.gl/maps/AivqKgNA3GRARDNZ7; https://goo.gl/maps/eqfdgJBc7XT7VhAW8,https://goo.gl/maps/eqfdgJBc7XT7VhAW8
BDS-MASTER-0144,không đạt hiệu quả tài chính,BDS-MASTER-0399,Đà Nẵng,80,same_map_link,2023-04-11,2022-09-12,"10.7859743, 106.6805759","21.250395, 105.5350413",https://goo.gl/maps/AivqKgNA3GRARDNZ7; https://goo.gl/maps/eqfdgJBc7XT7VhAW8,https://goo.gl/maps/eqfdgJBc7XT7VhAW8
BDS-MASTER-0151,50ha thuộc huyện Vĩnh Tường – Yên Lạc,BDS-MASTER-0171,cơ bản đạt hiệu quả tài chính,80,same_map_link,2024-12-16,2022-09-06,"21.250395, 105.5350413","10.0834553, 103.9870113",https://goo.gl/maps/eqfdgJBc7XT7VhAW8,https://goo.gl/maps/QUDziRBdFv7URi8QA; https://goo.gl/maps/eqfdgJBc7XT7VhAW8
BDS-MASTER-0155,Hải Âu tại Bãi Trường,BDS-MASTER-0171,cơ bản đạt hiệu quả tài chính,80,same_map_link,2022-11-04,2022-09-06,"21.250395, 105.5350413","10.0834553, 103.9870113",https://goo.gl/maps/eqfdgJBc7XT7VhAW8,https://goo.gl/maps/QUDziRBdFv7URi8QA; https://goo.gl/maps/eqfdgJBc7XT7VhAW8
BDS-MASTER-0164,Thanh Đa,BDS-MASTER-0408,định giá Link vị trí,80,same_map_link,2025-07-16,,"10.8142164, 106.7208662",,https://www.google.com/maps/d/edit?mid=1Yy94Bk_zJc1qdBIr51K9nl1FJ6GMm1g&usp=sharing,https://www.google.com/maps/d/edit?mid=1Yy94Bk_zJc1qdBIr51K9nl1FJ6GMm1g&usp=sharing
BDS-MASTER-0169,có tiềm năng để phát triển Dự án Khu đô thị,BDS-MASTER-0180,được chuyển tiếp từ kế hoạch 2025 và có bổ sung thêm những khu đất tiềm năng khác,80,same_map_link,2025-06-03,2025-09-29,"11.5202027, 106.7510898","11.4223625, 106.5550679",https://www.google.com/maps/d/edit?mid=1GZCfnV4401jtKcup5hFe0KPBOBMYrp4&usp=sharing,https://www.google.com/maps/d/edit?mid=1GZCfnV4401jtKcup5hFe0KPBOBMYrp4&usp=sharing
BDS-MASTER-0169,có tiềm năng để phát triển Dự án Khu đô thị,BDS-MASTER-0228,khác đang triển khai như Stown,80,same_map_link,2025-06-03,,"11.5202027, 106.7510898",,https://www.google.com/maps/d/edit?mid=1GZCfnV4401jtKcup5hFe0KPBOBMYrp4&usp=sharing,https://www.google.com/maps/d/edit?mid=1GZCfnV4401jtKcup5hFe0KPBOBMYrp4&usp=sharing
BDS-MASTER-0169,có tiềm năng để phát triển Dự án Khu đô thị,BDS-MASTER-0291,Phú Gia Khiêm về việc điều chỉnh chỉ tiêu dân số,80,same_map_link,2025-06-03,,"11.5202027, 106.7510898","10.9305351, 107.2424233",https://www.google.com/maps/d/edit?mid=1GZCfnV4401jtKcup5hFe0KPBOBMYrp4&usp=sharing,https://www.google.com/maps/d/edit?mid=1GZCfnV4401jtKcup5hFe0KPBOBMYrp4&usp=sharing
BDS-MASTER-0169,có tiềm năng để phát triển Dự án Khu đô thị,BDS-MASTER-0321,phân lô bán nền (không xây nhà) giá rẻ ở Nhơn Trạch,80,same_map_link,2025-06-03,2023-07-03,"11.5202027, 106.7510898","10.9516901, 106.8376922",https://www.google.com/maps/d/edit?mid=1GZCfnV4401jtKcup5hFe0KPBOBMYrp4&usp=sharing,https://www.google.com/maps/d/edit?mid=1GZCfnV4401jtKcup5hFe0KPBOBMYrp4&usp=sharing
BDS-MASTER-0169,có tiềm năng để phát triển Dự án Khu đô thị,BDS-MASTER-0438,cập nhật chốt xin giữ dân số cho PGK là 3800,80,same_map_link,2025-06-03,,"11.5202027, 106.7510898",,https://www.google.com/maps/d/edit?mid=1GZCfnV4401jtKcup5hFe0KPBOBMYrp4&usp=sharing,https://www.google.com/maps/d/edit?mid=1GZCfnV4401jtKcup5hFe0KPBOBMYrp4&usp=sharing
BDS-MASTER-0169,có tiềm năng để phát triển Dự án Khu đô thị,BDS-MASTER-0475,trong kế hoạch đấu giá năm 2026 trên địa bàn tỉnh Đồng Nai,80,same_map_link,2025-06-03,,"11.5202027, 106.7510898","11.4223625, 106.5550679",https://www.google.com/maps/d/edit?mid=1GZCfnV4401jtKcup5hFe0KPBOBMYrp4&usp=sharing,https://www.google.com/maps/d/edit?mid=1GZCfnV4401jtKcup5hFe0KPBOBMYrp4&usp=sharing
BDS-MASTER-0169,có tiềm năng để phát triển Dự án Khu đô thị,BDS-MASTER-0486,đề xuất quan tâm theo file đính kèm,80,same_map_link,2025-06-03,2025-05-13,"11.5202027, 106.7510898",,https://www.google.com/maps/d/edit?mid=1GZCfnV4401jtKcup5hFe0KPBOBMYrp4&usp=sharing,https://www.google.com/maps/d/edit?mid=1GZCfnV4401jtKcup5hFe0KPBOBMYrp4&usp=sharing
BDS-MASTER-0169,có tiềm năng để phát triển Dự án Khu đô thị,BDS-MASTER-0497,hoàn chỉnh nút giao và nhánh nối xa lộ Hà Nội - vành đai 3,80,same_map_link,2025-06-03,,"11.5202027, 106.7510898",,https://www.google.com/maps/d/edit?mid=1GZCfnV4401jtKcup5hFe0KPBOBMYrp4&usp=sharing,https://www.google.com/maps/d/edit?mid=1GZCfnV4401jtKcup5hFe0KPBOBMYrp4&usp=sharing
BDS-MASTER-0170,có tỷ lệ LNTT/TMDT đạt hiệu quả nhưng không đạt hiệu quả về chỉ tiêu IRR,BDS-MASTER-0171,cơ bản đạt hiệu quả tài chính,80,same_map_link,2024-12-16,2022-09-06,"21.250395, 105.5350413","10.0834553, 103.9870113",https://goo.gl/maps/eqfdgJBc7XT7VhAW8,https://goo.gl/maps/QUDziRBdFv7URi8QA; https://goo.gl/maps/eqfdgJBc7XT7VhAW8
BDS-MASTER-0171,cơ bản đạt hiệu quả tài chính,BDS-MASTER-0175,kết nối vào quỹ đất,80,same_map_link,2022-09-06,2022-09-26,"10.0834553, 103.9870113","21.250395, 105.5350413",https://goo.gl/maps/QUDziRBdFv7URi8QA; https://goo.gl/maps/eqfdgJBc7XT7VhAW8,https://goo.gl/maps/eqfdgJBc7XT7VhAW8
