master_id,project_name,query,priority,latest_report_date,sample_excerpt
BDS-MASTER-0343,Hội An Riverside có nhiều khả năng thay đổi concept,"Hội An Riverside có nhiều khả năng thay đổi concept, Hội An",1,2025-01-02,"[2025-01-02] Thoi L - ASST. 1/2/2025 9:46 AM Translate Huy Mai-PTDTChào Huy, DA Hội An Riverside có nhiều khả năng thay đổi concept, do vướn quy định về khoảng lùi hành lang bờ sông 10m (hiện nay đang tk là 5m). Huy trao đổi với A Kiên để cập nhật tt kịp thời nhé. Begin quote, Thoi -Tro Ly GD , 1/2/2025 9:4... by Huy M - IM --- [2025-01-02] Thoi L - ASST. 1/2/2025 9:46 AM Huy Mai-PTDTChào Huy, DA Hội An Riverside có nhiều khả năng thay đổi concept, do vướn quy định về khoảng lùi hà… Bữa a Kiên c"
BDS-MASTER-0288,KS 25 Trần Phú sẽ đi theo PA 5 tầng nổi + 1 tầng hầm,KS 25 Trần Phú sẽ đi theo PA 5 tầng nổi + 1 tầng hầm,1,2025-04-28,"[2025-04-28] Thoi L - ASST. 4/28/2025 5:50 PM Huy Mai-PTDTDear Huy, như đã họp sáng nay (sau khi A Tùng đã làm việc với XSD Lâm Đồng), DA KS 25 Trần Phú sẽ đi theo PA 5 tầng nổi + 1 tầng hầm; MĐXD:60% - 108 phòng, 5 sao. Anh sẽ thúc triển khai tiếp xúc tiến xin DA theo thông tin này. Ok Anh. Thông tin này tương đương với PA 1 em đã tính toán với mật độ 60% --- [2025-04-28] Thoi L - ASST. 4/28/2025 5:50 PM Huy Mai-PTDTDear Huy, như đã họp sáng nay (sau khi A Tùng đã làm việc với XSD Lâm Đồng), DA"
BDS-MASTER-0217,Khu gia đình quân nhân quân chủng PK-KQ (8,"Khu gia đình quân nhân quân chủng PK-KQ (8, Biên Hòa",1,,"[] P.ĐT báo cáo anh Mr Mike1 -CEO về hiệu quả sơ bộ cho dự án Khu gia đình quân nhân quân chủng PK-KQ (8,46Ha) – Biên Hòa – Bộ Quốc Phòng. P.ĐT có tính thêm phương án theo phía đối tác cung cấp thông tin dự án có thể xây dựng được 15 tầng & độ cao tĩnh 55m. Dự án gồm 2 Khu 5,52ha và 2,94ha, PA quy hoạch phải đảm bảo dân số dưới 4000 dân cho mỗi khu để không hình thành đơn vị ở (trường hợp dân số vượt 4000 dân sẽ hình thành đơn vị ở, khi đó dự án phải bố trí cây xanh, các công trình công cộng….)."
BDS-MASTER-0248,Khu Đô Thị Văn Giang (Red River Villa) tại Hưng Yên,Khu Đô Thị Văn Giang (Red River Villa) tại Hưng Yên,1,,"[] P.ĐT gửi CEO Mr Mike1 -CEO tóm tắt Báo cáo pháp lý 26/05/2025 của Phòng Pháp lý đánh giá dự án Khu Đô Thị Văn Giang (Red River Villa) tại Hưng Yên, do liên danh Công ty CP VERACITY và Công ty TNHH HSE Việt Nam đề xuất: Thông tin dự án: Khu đô thị 446,9 ha tại Văn Giang, Hưng Yên Hinh thức: Đấu thầu dự án có sử dụng đất Tình trạng: Đang ở giai đoạn đề xuất từ 16/05/2022, chưa có tiến triển pháp lý rõ ràng. Mục tiêu là khu nhà ở, thương mại, du lịch sinh thái và nông nghiệp sạch. Đầu tư: Tổng v"
BDS-MASTER-0347,Khu đô thị Bắc Quán Hành tại thị trấn Quán Hành,Khu đô thị Bắc Quán Hành tại thị trấn Quán Hành,1,2023-06-21,"[2023-06-21] Tuan Tran-CEO 6/21/2023 5:51 PM https://cafeland.vn/tin-tuc/khu-do-thi-gan-1000-ti-o-nghe-an-long-dong-tim-chu-120579.html?mibextid=Zxz2cZ Khu đô thị gần 1.000 tỉ ở Nghệ An long đong tìm chủ - CafeLand.Vn Thời gian đăng ký thực hiện dự án Khu đô thị Bắc Quán Hành tại thị trấn Quán Hành, huyện Nghi Lộc với tổng mức đầu tư gần 1.000 tỉ được gia hạn thêm 30 ngày. - CafeLand.Vn cafeland.vn Check thông tin nha mng by Unknown User"
BDS-MASTER-0289,Long Tân đến nay là khoảng 871 tỷ,Long Tân đến nay là khoảng 871 tỷ,1,,"[] Dạ thông tin đã đền bù 183 ha được DIG công bố trên bản cáo bạch và báo cáo thường niên công ty ạ Theo đó, DIG đang ghi nhận giá vốn cho dự án Long Tân đến nay là khoảng 871 tỷ, tiền tạm ứng bồi thường khoảng 2.656 tỷ ạ. về quan điểm PĐT, vì chúng ta chưa biết rõ cơ cấu đất của dự án nên đang tạm lấy giá đất lúa (quan sát hiện trạng qua maps) để đảm bảo đánh giá mức giá thấp và thận trọng nhất ạ Tính giá thị trường khu này giờ phải 4tr/m ... by Unknown User --- [] Dạ thông tin đã đền bù 183 h"
BDS-MASTER-0290,Nguyễn Thiện Thuật và Đoàn Trần Nghiệp - Nha Trang,Nguyễn Thiện Thuật và Đoàn Trần Nghiệp - Nha Trang,1,2025-05-13,"[2025-05-13] Huy M - IM 5/13/2025 10:22 AM Translate Dear Sếp, liên quan đến các dự án Nguyễn Thiện Thuật và Đoàn Trần Nghiệp - Nha Trang, qua tính toán sơ bộ thì phương án chung cư đều ko đạt hiệu quả. Nên P.ĐT đề xuất phương án làm khách sạn vẫn giữ đất ở. Để triển khai tính toán thì phương án kinh doanh khách sạn P.ĐT sẽ nhờ A Cường David hỗ trợ nhé Sếp Ok by Unknown User --- [2025-05-13] Huy M - IM 5/13/2025 10:22 AM Translate Dear Sếp, liên quan đến các dự án Nguyễn Thiện Thuật và Đoàn Trần"
BDS-MASTER-0492,Ngọc Hồi Thanh Trì,Ngọc Hồi Thanh Trì,1,2022-08-26,"[] Báo cáo dự án Ngọc Hồi Thanh Trì.pdf 20°56'26.9""N 105°50'35.0""E · Văn Điển, Van Dien, タインチ県 ハノイ ベトナム Văn Điển, Van Dien, タインチ県 ハノイ ベトナム goo.gl"
BDS-MASTER-0110,Nơ Trang Long,Nơ Trang Long,1,,"[] Phòng ĐT báo cáo Sếp Mr Mike1 -CEO về cập nhật lại dự án Nơ Trang Long, điều chỉnh Shop khối đế 1 trệt 1 lầu như nhà phố ở PA1 và PA 2 (Cao tầng) và thêm Phương án 3 Shophouse thấp tầng như sau: Phương án 1: Phù hợp (dưới <=) chỉ tiêu cho phép theo 1/2000 Phương án 2: Cao hơn (>=) chỉ tiêu cho phép 1/2000, cơ sở tham khảo từ dự án gần đó là Ascent Plaza. Phương án 3: Thấp tầng, thiết kế 26 căn Shophouse 5 tầng. A - Hiệu quả dự án theo phương án 1 (phù hợp chỉ tiêu 1/2000 hiện hữu): Chỉ tiêu Q"
BDS-MASTER-0135,PGK phương án 900 tỷ,PGK phương án 900 tỷ,1,2024-09-17,"[2024-09-17] Trieu Nguyen-PTDT 9/17/2024 5:27 PM Edited Translate Em gửi anh hiệu quả dự án PGK phương án 900 tỷ: + LNTT / TMĐT : 14,15% + NPV = -10 tỷ + IRR = 10,7% + Thời gian hoàn vốn: 4,75 năm => Dự án chưa đạt hiệu quả đầu tư Giá vốn bao nhiêu thì ổn, em cho chạy các m... by Unknown User"
BDS-MASTER-0427,Phú Gia Khiêm và Phú Quang,Phú Gia Khiêm và Phú Quang,1,2024-10-14,"[2024-10-14] Thao L - INVT 10/14/2024 3:02 PM Edited Translate K.ĐT gửi anh Mr Mike1 -CEO thông tin về đơn giá chi phí hạ tầng, cảnh quan 02 dự án Phú Gia Khiêm và Phú Quang như sau: Thử cho QS tính em by Unknown User"
BDS-MASTER-0162,Phú Gia Khiêm với 02 phương án,Phú Gia Khiêm với 02 phương án,1,2025-10-01,"[2025-10-01] Thao L - INVT 10/1/2025 5:49 PM Translate K.ĐT gửi anh Mr Mike1 -CEO về cập nhật dự án Phú Gia Khiêm với 02 phương án như sau: A. PHƯƠNG ÁN CĂN HỘ + DÃY SHOPHOUSE LIỀN KỀ (CHUYỂN OFFICETEL THÀNH THẤP TẦNG) 1. TỔNG CHI PHÍ DỰ ÁN (VAT): 5,025 tỷ - Tổng mức đầu tư: 3,883 tỷ, trong đó: + Chi phí tiền sử dụng đất thấp nhất: 712 tỷ (Đơn giá đóng TSDĐ của PGK gấp 4 lần đơn giá Nhà nước đường Bình Chuẩn 67 = tỷ lệ giữa đơn giá theo văn bản Phê duyệt đơn giá đất để tính TSDĐ của dự án A&K và"
BDS-MASTER-0292,Phú Đông premier gần PH đang bán giá 37 39,Phú Đông premier gần PH đang bán giá 37 39,1,2024-12-12,"[2024-12-12] Huy M - IM 12/12/2024 8:47 AM Về phần xây dựng thì dự án Phú Đông premier gần PH đang bán giá 37 39, A Sơn trợ lý trướ… Ok Huy nhé, áp giá 12.05 cũng ổn vì đã có dự phòng phí 5%. OK Anh nhé. by Huy M - IM --- [2024-12-12] Thoi L - ASST. 12/12/2024 8:37 AM Huy Mai-PTDTAnh đã xem nhanh các chi phí dự trù; nếu bên người bán lo pháp lý đến khi có gpxd thì… Về phần xây dựng thì dự án Phú Đông premier gần PH đang bán giá 37 39, A Sơn trợ lý trước đây có cho hay là suất xây lắp thiết bị gồ"
BDS-MASTER-0112,Phượng Hoàng,Phượng Hoàng,1,2025-08-20,"[2025-08-20] Thao L - INVT 8/20/2025 9:01 PM Translate K.ĐT báo cáo anh Mr Mike1 -CEO về cập nhật dự án Phượng Hoàng như sau: - Chi phí nhà mẫu: 14.5 tỷ (phương án cũ 12 tỷ) - Chi phí XD chung cư: 618.8 tỷ - Chi phí lãi vay: không thay đổi nhiều (Phương án mới lãi suất giảm còn 6.5%, tuy nhiên chi phí xây dựng cao. Phương án cũ lãi suất 7% - 8%, tuy nhiên chi phí xây dựng thấp) - Chi phí bán hàng theo Mr. Cường đề xuất: 15% đã bao gồm 27 tỷ chi phí hỗ trợ lãi suất cho người mua (phương án cũ: 15"
BDS-MASTER-0428,Phượng Hoàng theo Chính sách bán hàng mới từ Mr Cường (SM),Phượng Hoàng theo Chính sách bán hàng mới từ Mr Cường (SM),1,2025-09-10,"[2025-09-10] Thao L - INVT 9/10/2025 12:08 PM Translate K.ĐT báo cáo anh Mr Mike1 -CEO cập nhật hiệu quả đầu tư dự án Phượng Hoàng theo Chính sách bán hàng mới từ Mr Cường (SM) như sau: Đã thực hiện tính toán phương án độc lập để đối chiếu cùng với kết quả từ Ms.Hạnh – Phòng Đầu tư. Kết quả từ hai bên tương đương nhau, đảm bảo tính chính xác và đồng nhất của số liệu 1 Like reaction."
BDS-MASTER-0429,Phượng Hoàng theo Chính sá… Vậy chốt PkD phương án này đi Ok Sếp,Phượng Hoàng theo Chính sá… Vậy chốt PkD phương án này đi Ok Sếp,1,2025-09-10,[2025-09-10] Thao L - INVT 9/10/2025 12:08 PM K.ĐT báo cáo anh Mr Mike1 -CEO cập nhật hiệu quả đầu tư dự án Phượng Hoàng theo Chính sá… Vậy chốt PkD phương án này đi Ok Sếp. Anh sẽ báo lại A Cường. by Huy M - IM
BDS-MASTER-0136,Richland,"Richland, Quận 9",1,,"[] Phòng Đầu tư xin báo cáo Sếp Admin 01 về cập nhật dự án Richland, diện tích 4,8 ha đường Lê Văn Việt, Quận 9 cũ như sau: I. Tóm tắt tình trạng pháp lý dự án: Diện tích đất thực hiện dự án là 48.380 m2, trong đó diện tích đất có Giấy chứng nhận là 38.528 m2 (gồm 4 sổ là đất ở đô thị, lâu dài), còn thiếu khoảng 9.852 m2 đất chưa có thông tin. Dự án đã được cấp GPXD năm 2008, đã xây dựng móng và hầm đến nay gần 18 năm. => không còn sử dụng được và phải tốn thêm chi phí phá dỡ công trình. Dự án c"
BDS-MASTER-0163,Suối Nhum với giá 1180 tỷ theo hình thức chuyển nhượng 100% cổ phần cty với hiện trạng có Quy hoạch mới dự kiế,Suối Nhum với giá 1180 tỷ theo hình thức chuyển nhượng 100% cổ phần cty với hiện trạng có Quy hoạch mới dự kiế,1,2022-08-30,[2022-08-30] Trieu Nguyen-PTDT 8/30/2022 6:29 PM Edited KĐT gửi anh Tuan Tran-CEO: Phía đối tác chào bán lại dự án Suối Nhum với giá 1180 tỷ theo hình thức chuyển nhượng 100% cổ phần cty với hiện trạng có Quy hoạch mới dự kiến được điều chịnh như sau: Kết quả bảng tính theo quy hoạch mới có IRR là 23.4% (đã dự tính đóng thêm tiền sử dụng đất được miển giảm 20% theo Bảng giá đất năm 2013 là 25 tỷ) => KĐT đề xuất xúc tiến làm việc với đối tác để nhận chuyển nhượng công ty sở hữu dự án
BDS-MASTER-0354,Sơn xdung đưa ở DT743 đó,Sơn xdung đưa ở DT743 đó,1,2025-03-13,"[2025-03-13] Mr Mike1 -CEO 3/13/2025 8:52 AM Translate Check cái dự án Sơn xdung đưa ở DT743 đó, thấy hệ số tốt hơn nhiều phượng hoàng Anh có nhận thông tin dự án đó rồi à, Team ... by Huy M - IM"
BDS-MASTER-0430,The Bale của Được gửi giá đã giảm mà lại ko lãi hã Begin quote,The Bale của Được gửi giá đã giảm mà lại ko lãi hã Begin quote,1,2023-06-01,"[2023-06-01] Tuan Tran-CEO 6/1/2023 2:24 PM Ủa dự án The Bale của Được gửi giá đã giảm mà lại ko lãi hã Begin quote, Tuan Tran-CEO , 6/1/2023 2:24 ... by Huy M - IM"
BDS-MASTER-0253,The Bale của Được gửi giá đã giảm mà lại ko lãi hã Dự án Bale này giá có giảm nhưng pháp lý trước đây họ cam k,The Bale của Được gửi giá đã giảm mà lại ko lãi hã Dự án Bale này giá có giảm nhưng pháp lý trước đây họ cam k,1,2023-06-01,[2023-06-01] Unknown User 6/1/2023 2:24 PM Ủa dự án The Bale của Được gửi giá đã giảm mà lại ko lãi hã Dự án Bale này giá có giảm nhưng pháp lý trước đây họ cam kết là có thể chuyển sang đất tmdv đóng tiền 1 lần được nhưng giờ cập nhật lại là chỉ được thuê trả tiền hàng năm. Với đất thuê trả tiền hàng năm thì phương án bán sản phẩm thu tiền một lần rất khó và cũng chưa gặp trường này trên thị trường và pháp lý để chuyển giao phần thuê đất cho người mua đối với đất thu tiền hàng năm hiện nay cũng
BDS-MASTER-0356,Vignette Collection đến Hội An Khách sạn Moire Hội An,"Vignette Collection đến Hội An Khách sạn Moire Hội An, Hội An",1,2024-07-08,"[2024-07-08] Huy M - IM 7/8/2024 8:58 AM https://baodautu.vn/ihg-dua-thuong-hieu-khach-san-vignette-collection-den-hoi-an-d219176.html IHG đưa thương hiệu khách sạn Vignette Collection đến Hội An Khách sạn Moire Hội An, Vignette Collection sẽ chính thức được ra mắt tại đô thị cổ Hội An - di sản UNESCO vào năm nay, theo thỏa thuận chuyển đổi hợp tác quản lý giữa IHG với Công ty cổ phần Ngọc ... baodautu.vn"
BDS-MASTER-0193,Võ Văn Kiệt (Gộp 2 Lô) theo chỉ tiêu QH dự kiến điều chỉnh,Võ Văn Kiệt (Gộp 2 Lô) theo chỉ tiêu QH dự kiến điều chỉnh,1,,"[] P.ĐT báo cáo Sếp Admin 01 về cập nhật DA Võ Văn Kiệt (Gộp 2 Lô) theo chỉ tiêu QH dự kiến điều chỉnh, như sau: 1. Quy hoạch: Những thay đổi chính trong PA QH mới: Hệ số tăng từ 13,7 lên 14,7 Tầng cao từ 30 lên 36 tầng Tăng 3.467 m2 sàn kinh doanh ~ tăng 19 căn, từ 833 lên 852, đồng thời Shop điều chỉnh thành 3 tầng. 2. Hiệu quả tài chính: Đơn giá xây dựng All-in vẫn giữ 21 tr/m2 (gồm VAT). Chi phí kinh doanh bán hàng 19%/Doanh thu. Giá bán căn hộ giảm từ 105 xuống còn 99 tr/m2 (gồm VAT), tương"
BDS-MASTER-0494,Vương Bảo Long,Vương Bảo Long,1,2022-09-23,[] Báo cáo sơ bộ dự án Vương Bảo Long..pdf personal > trieunguyenptdt_beegroup1_com 22.9.22 BC so bo ply du an Vuong Bao Long.docx personal > trieunguyenptdt_beegroup1_com
BDS-MASTER-0297,Với phương án của mình trước là làm phân kh,Với phương án của mình trước là làm phân kh,1,2023-09-25,"[2023-09-25] Binh Vo-GD-PTDT 9/25/2023 9:55 AM Vì cùng khu, và noxh ko thể bán giá cao được vì bị giới hạn định mức ln 10%, lưu ý chi phí đất ko được phân bổ vào giá thành của noxh vì noxh được miễn tiền sử dụng đất, và tiền bồi thường đất thì được khấu trừ trong tssđ của toàn dự án Với phương án của mình trước là làm phân kh... by Unknown User"
BDS-MASTER-0432,by Huy M - IM,by Huy M - IM,1,2024-12-06,"[2024-12-06] Huy M - IM 12/6/2024 8:01 AM Translate Anh gửi Mr Mike báo cáo KDC Việt An trước đây Và báo cáo đánh giá của PLDA by Huy M - IM, has an attachment."
BDS-MASTER-0433,bên mình đã đang follow nha a Huy Mai-PTDT Anh đã share hồ sơ cho em rồi nha,bên mình đã đang follow nha a Huy Mai-PTDT Anh đã share hồ sơ cho em rồi nha,1,2023-04-24,[2023-04-24] Ngoc V - ASST. 4/24/2023 9:58 AM Edited Hi mn! Share giúp e tệp file các supporting document của tất cả các dự án bên mình đã đang follow nha a Huy Mai-PTDT Anh đã share hồ sơ cho em rồi nha. Em check... by Huy M - IM
BDS-MASTER-0434,bị Phốt nhiều à Vậy bỏ qua cái Đức Long nha by Unknown User,bị Phốt nhiều à Vậy bỏ qua cái Đức Long nha by Unknown User,1,2025-04-03,[2025-04-03] Unknown User 4/3/2025 2:35 PM 300 tỷ 📄 QĐ 2805 UBNDTP - QUY HOẠCH 1-2000 1.7.2019 (4).pdf 📄 Bản vẽ hiện trạng Gia Long.pdf 📄 SO DO Gia Long.pdf Dự án bị Phốt nhiều à Vậy bỏ qua cái Đức Long nha by Unknown User
BDS-MASTER-0299,cao tầng phải đầu tư 2–3 tầng hầm Trường hợp cần rà soát chi tiết và cập nhật chính xác hơn,cao tầng phải đầu tư 2–3 tầng hầm Trường hợp cần rà soát chi tiết và cập nhật chính xác hơn,1,2026-05-27,"[2026-05-27] Admin 01 5/27/2026 4:35 PM Với chi phí dự phòng cũng cao hơn Về chi phí xây dựng: -Đối với khối cao tầng, hiện phương án thiết kế từ P.QH đang theo hướng tối ưu chi phí xây dựng, gồm: chỉ bố trí 01 tầng hầm và khối tháp cao khoảng 35–40 tầng, đồng thời sử dụng giải pháp để xe nổi. => Vì vậy, chi phí xây dựng dự kiến sẽ không quá nặng như các dự án cao tầng phải đầu tư 2–3 tầng hầm Trường hợp cần rà soát chi tiết và cập nhật chính xác hơn, P.ĐT sẽ phối hợp cung cấp thêm thông tin đầu"
BDS-MASTER-0075,chung cư Hòa Xuân (A2-3 & A2-4) 1,chung cư Hòa Xuân (A2-3 & A2-4) 1,1,,"[] P.ĐT báo cáo sếp hiệu quả dự án chung cư Hòa Xuân (A2-3 & A2-4) 1. Thông tin tổng quan a) Diện tích: 6.648 m2; Trong đó: + A2-3: 3.508 m2 + A2-4: 3.140 m2 b) Quy hoạch theo QHPK mới: + A2-3: 18 tầng, 880 dân, mđxd 73%, hệ số 12.4 (Thiết kế đc 12.4) + A2-4: 15 tầng, 804 dân (thiết kế được 682) , mđxd 76%, hệ số 12.2 (thiết kế được 10.6) 2. Hiệu quả: a) Giả định kinh doanh (tham chiếu báo cáo từ RnD): + Giá bán căn hộ: 55 – 60 tr/m2 (chưa VAT tim tường) + Giá bán shop: 80 tr/m2 (chưa VAT tim tư"
BDS-MASTER-0435,chợ lớn có khi phải điều chỉnh ranh Begin quote,chợ lớn có khi phải điều chỉnh ranh Begin quote,1,2024-11-25,"[2024-11-25] Mr Mike1 -CEO 11/25/2024 4:30 PM Translate Làm nổi thì chắc dự án chợ lớn có khi phải điều chỉnh ranh Begin quote, Mr Mike1 -CEO, 11/25/2024 4:29... by Huy M - IM"
BDS-MASTER-0361,chợ lớn có khi phải điều chỉnh ranh Dự án Chợ Lớn đang làm quy hoạch anh Tài đã có cập nhật ranh Metro vào rồi,chợ lớn có khi phải điều chỉnh ranh Dự án Chợ Lớn đang làm quy hoạch anh Tài đã có cập nhật ranh Metro vào rồi,1,2024-11-25,[2024-11-25] Unknown User 11/25/2024 4:30 PM Làm nổi thì chắc dự án chợ lớn có khi phải điều chỉnh ranh Dự án Chợ Lớn đang làm quy hoạch anh Tài đã có cập nhật ranh Metro vào rồi à image by Huy M - IM
BDS-MASTER-0362,càng tốt ạ Vì luật hiện nay vẫn quy định đơn giá ko dc,càng tốt ạ Vì luật hiện nay vẫn quy định đơn giá ko dc,1,2025-02-13,"[] Dạ, trong trường hợp phải đóng tiền theo bảng giá đất nhà nước thì hệ số sử dụng Đất tối thiểu 5 là đạt hiệu quả. Tuy nhiên, nếu được đóng tiền sử dụng đất theo phương pháp thặng dư thì hệ số sử dụng Đất tối thiểu 2,5 là đạt hiệu quả Đồng thời, trong cả 2 phương án nêu trên nếu hệ số sử dụng đất càng cao thì hiệu quả dự án càng tốt ạ Vì luật hiện nay vẫn quy định đơn giá ko dc... by Huy M - IM"
BDS-MASTER-0437,cùng phân khúc rẻ nhất Q9 Kiếm các dự án ở khu Long Phước,"cùng phân khúc rẻ nhất Q9 Kiếm các dự án ở khu Long Phước, Quận 9",1,2023-06-10,"[2023-06-10] Tuan Tran-CEO 6/10/2023 11:39 AM Với so sánh khu Swan park này với dự án cùng phân khúc rẻ nhất Q9 Kiếm các dự án ở khu Long Phước, Quận 9 by Unknown User"
BDS-MASTER-0301,căn hộ Đức Long Wes,căn hộ Đức Long Wes,1,2025-04-03,[2025-04-03] Unknown User 4/3/2025 2:35 PM 300 tỷ 📄 QĐ 2805 UBNDTP - QUY HOẠCH 1-2000 1.7.2019 (4).pdf 📄 Bản vẽ hiện trạng Gia Long.pdf 📄 SO DO Gia Long.pdf https://vietnamnet.vn/dien-bien-moi-vu-duc-long-gia-lai-land-bi-... Các vướng mắc của dự án căn hộ Đức Long Wes... by Huy M - IM
BDS-MASTER-0439,của BeeGroup Begin quote,của BeeGroup Begin quote,1,2023-10-19,"[2023-10-19] Huy M - IM 10/19/2023 2:30 PM 📄 2023.10.16_Danh sach du an sap trien khai.pdf Và kèm theo danh sách các dự án của BeeGroup Begin quote, Huy Mai-PTDT, 11/3/2023 8:09 A... by Huy M - IM"
BDS-MASTER-0442,của Nova đang khởi công t,của Nova đang khởi công t,1,2023-06-06,"[2023-06-06] Binh Vo-GD-PTDT 6/6/2023 10:04 PM Edited Cái này là trước Nova bán một số sản phẩm tồn ở các phân khu đã bán trước đây với chính sách trả tiền mặt đủ 95% thì mới giảm giá 45% - 50% lúc tháng 10-11/2022 lúc Nova bị khủng hoảng, chạy được vài tuần thì Nova Stop thi công & bán hàng hết Đến nay các dự án của Nova đang khởi công t... by Unknown User"
BDS-MASTER-0364,của Nova đang khởi công trở lại nhưng vẫn chưa bán hàng ah,của Nova đang khởi công trở lại nhưng vẫn chưa bán hàng ah,1,2023-06-06,"[2023-06-06] Binh Vo-GD-PTDT 6/6/2023 10:05 PM Đến nay các dự án của Nova đang khởi công trở lại nhưng vẫn chưa bán hàng ah. Begin quote, Binh Vo-GD-PTDT , 6/6/2023 10:... by Unknown User"
BDS-MASTER-0365,của Novaland được tháo gỡ liên quan đến Waterbay và Lakeview theo NQ 170 của Quốc Hội Liên quan đến vấn đề giả,của Novaland được tháo gỡ liên quan đến Waterbay và Lakeview theo NQ 170 của Quốc Hội Liên quan đến vấn đề giả,1,2025-02-28,[2025-02-28] Huy M - IM 2/28/2025 11:55 AM Translate Thực hiện chỉ đạo của CEO trong công tác đào tạo nội bộ. P.ĐT sáng nay có thực hiện trao đổi về case của 2 Dự án của Novaland được tháo gỡ liên quan đến Waterbay và Lakeview theo NQ 170 của Quốc Hội Liên quan đến vấn đề giải quyết vướng mắc c... by Huy M - IM
BDS-MASTER-0366,của mình sẽ thực h,của mình sẽ thực h,1,2023-04-26,"[2023-04-26] Tuan Tran-CEO 4/26/2023 10:11 AM https://goo.gl/maps/nSTM1wgMZyyzcAhg9 CẦU THÁI ĐỊNH · 7HR3+796, ĐT489, Giao Thiện, Giao Thuỷ, Nam Định, Việt Nam ★★★★★ · Cầu goo.gl Tiến độ triển khai dự án của mình sẽ thực h... by Huy M - IM"
BDS-MASTER-0443,của mình sẽ thực hiện đồng bộ theo hạ tầng của tỉnh Vậy cầu này làm để kết nói đường bộ ven biể,của mình sẽ thực hiện đồng bộ theo hạ tầng của tỉnh Vậy cầu này làm để kết nói đường bộ ven biể,1,2023-04-26,[2023-04-26] Huy M - IM 4/26/2023 10:11 AM Tiến độ triển khai dự án của mình sẽ thực hiện đồng bộ theo hạ tầng của tỉnh Vậy cầu này làm để kết nói đường bộ ven biể... by Unknown User
BDS-MASTER-0257,do mình có điều chỉnh qh 1/500,do mình có điều chỉnh qh 1/500,1,2023-09-25,"[2023-09-25] Binh Vo-GD-PTDT 9/25/2023 9:57 AM Với phương án của mình trước là làm phân khúc trung cao cho notm, giá cũng trên 50 tr/m2 và thời điểm ra hàng cho notm a nghĩ cũng nên vào năm 2025, cũng sẽ phù hợp vs tiến độ thực hiện pháp lý hiện trạng của dự án do mình có điều chỉnh qh 1/500, rồi tính tssđ lại... Ok a by Unknown User"
BDS-MASTER-0306,dự kiến hợp tác vs park hyatt,dự kiến hợp tác vs park hyatt,1,2022-08-10,"[2022-08-10] Binh Vo-GD-PTDT 8/10/2022 4:41 PM Edited 2. Trước khối khách sạn dự kiến hợp tác vs park hyatt, nên tk theo của park hyatt, mà sau này ko hợp tác được vs nhau nên phải điều chỉnh lại cho phù hợp thị trường Em gửi mọi người vài hình ảnh 3d của Green ... by Unknown User"
BDS-MASTER-0195,gộp 2 lô Võ Văn Kiệt theo thay đổi giá bán căn hộ và giá mua dự án,gộp 2 lô Võ Văn Kiệt theo thay đổi giá bán căn hộ và giá mua dự án,1,,"[] Báo cáo Sếp Admin 01, bảng độ nhạy DA gộp 2 lô Võ Văn Kiệt theo thay đổi giá bán căn hộ và giá mua dự án: Theo bảng độ nhạy thì Với đơn giá bán căn hộ 90 tr/m2 thì giá mua dự án để hiệu quả IRR~ từ 15% là ở khung 260 tr đến 280 tr/m2 ~ 685 tỷ đến 738 tỷ đồng cho Lô A17-01 diện tích 2.635 m2. Ngoài ra, theo thông tin từ anh Tài thì tầng cao, hệ số, dân số của tổng hai lô theo chỉ tiêu mới đều tăng cao hơn trước đây. Hiện anh Tài đang tính toán lại phương án mới (có bố trí Shop 3-4 tầng theo gợ"
BDS-MASTER-0307,hiện tại,hiện tại,1,2025-06-29,"[2025-06-29] Thao L - INVT 6/29/2025 4:35 PM EBITDA được tính bằng cách lấy tổng doanh thu trừ các chi phí vận hành trực tiếp (như chi phí phòng, F&B, điện, nước…) để ra GOP (47% - tỷ lệ Mr. David đề xuất). Từ GOP, tiếp tục trừ chi phí quản lý, chi phí khác… (chiếm khoảng 8% - tỷ lệ này đã trao đổi với Ms. Hana, hiện theo các khách sạn đang v… EBITDA là dòng tiền thuần từ kinh doanh. Nếu dùng vốn chủ 100%, đây là dòng tiền thu về. Nếu có vay, EBITDA dùng để trả lãi và gốc. Tuy nhiên, với hiệu qu"
BDS-MASTER-0260,hiện tại là 28,hiện tại là 28,1,2025-10-13,"[2025-10-13] Thao L - INVT 10/13/2025 1:25 PM Translate Đơn giá vốn của dự án hiện tại là 28,7 triệu đồng/m² (giá sàn), chưa bao gồm chi phí bán hàng (CPBH). Trường hợp phát sinh thêm CPBH, khoản chi này sẽ được cộng trực tiếp vào giá vốn để xác định mức giá hòa vốn. Theo đề xuất hiện nay của Phòng Kinh doanh, tổng CPBH dự kiến là 215 tỷ đồng (chưa bao gồm VAT). Với giả định này, giá bán hòa vốn của dự án được xác định ở mức khoảng 36 triệu đồng/m². Làm việc kỹ với a Cường sales đi, coi chính..."
