curated_id,project_name,status,has_map,issues,mention_count,first_report_date,latest_report_date,source_excerpt
BDS-CURATED-0052,Bãi Kèo Phú Quốc,needs_name_or_parent_review,yes,needs_parent_name_extraction,6,,,"[] P.ĐT gửi anh Admin 01 báo cáo về dự án Bào Kèo, Phú Quốc, PA12A - 5,000 dân số; 2,269 căn hộ với mục đích chào bán toàn dự án như sau: I. THÔNG SỐ VỀ PHƯƠNG ÁN 12A: PA12A: Khai thác tối đa quỹ đất: 2.269 căn hộ, cao 40 tầng, HSSDĐ toàn khu 5.7 lần, tổng dân số 5,000 người. => PA12A tăng thêm 768 căn hộ và 1,469 người so với PA10 (1.501 căn hộ, cao 35 tầng, HSSDĐ toàn khu 4.4 lần, tổng dân số 3,531 người) II. GIẢ ĐỊNH TÍNH: 1. Điều kiện tiên quyết: Phải hoàn thành việc giải phóng mặt bằng. 2. Giá vốn đất ban đầu trước khi thực hiện chuyển nhượng dự án: 500 tỷ, gồm: - Chi phí bồi thường GPMB: 413 tỷ - Chi phí Pháp lý (từ hiện trạng đến đóng tiền SDĐ): 87 tỷ => 500 tỷ tương ứng với: ~ 12tr/m2 đất toàn khu 4.2ha, hiện trạng có 1.2ha đất ở ~ 20tr/m2 đất ở thương phẩm theo QH - 2.5ha 3. Giá chuyển nhượng dự án mục tiêu: Trên cơ sở các hiệu quả tài chính PA10 đã báo cáo trước đây, P.ĐT đề xuất xem xét 02 kịch bản giá chuyển nhượng như sau: a. Kịch bản 1: Theo PA10 báo cáo lần 1 với các giả định: - Chi phí xây dựng cao tầng: 16 triệu/m², Tỷ lệ chi phí bán hàng căn hộ: 17%, Tỷ lệ chi phí bán hàng thấp tầng: 13%, Giá bán căn hộ trung bình (chưa VAT, tim tường): 67,2 triệu đồng/m². Khi đó: - --- [] P.ĐT gửi anh Admin 01 về tóm tắt các phương án đang được binh của dự án Bà Kèo, Phú Quốc như sau: -PA10: Cân bằng cao tầng và thấp tầng: 1.501 căn hộ, cao 35 tầng, HSSDĐ toàn khu 4.4 lần, tổ"
BDS-CURATED-0019,có 2 mặt tiền đường Thuận An Hóa rộng khoảng 60m,needs_name_or_parent_review,yes,chat_sentence_name; needs_parent_name_extraction,1,2022-09-06,2022-09-06,"[2022-09-06] Trieu Nguyen-PTDT 9/6/2022 12:09 PM KĐT gửi anh Tuan Tran-CEO báo cáo dự án 1.2ha tại đường Thuận An Hóa, Thuận An, Bình Dương có giá chào 240 tỷ (18.575 tr.đồng/m2 đất), cụ thể: Vị trí và hiện trạng: Dự án có 2 mặt tiền đường Thuận An Hóa rộng khoảng 60m, và mặt tiền đường An Phú 11 rộng khoảng 175m Nằm cách đường Mỹ Phước – Tân Vạn khoảng 80m, cách Quốc lộ 13 khoảng 3.5km, cách địa phận TPHCM khoảng 10km, cách trung tâm TPHCM khoảng 25km, cách sân bay Tân Sơn Nhất khoảng 25km Xung quanh có nhiều nhà máy, KCN VSIP 1 và gần khu dân cư hiện hữu Pháp lý đất: Đã có GCNQSDĐ cá nhân đứng tên: 12705m2 đất hàng năm khác, thời hạn đến 2018 và 2020 Pháp lý đầu tư: Chưa có Pháp lý quy hoạch: QHSDĐ: Số tờ 80, thửa 35 có diện tích 13145.7m2 bao gồm 711.8m2 đất giao thông và 12433.9m2 đất ODT (Nguồn: http://qhkhsdd.binhduong.gov.vn/auth) QHXD: Số tờ 80, thửa 35 có diện tích 13188.078m2 bao gồm 2300.397m2 đất giao thông và 10837.681m2 đất trung tâm đô thị, có tầng cao < 12, MĐXD 50-80% (Nguồn: http://quyhoachxaydung.binhduong.gov.vn/) QHSDĐ: Đất ODT (nguồn Remaps) Phía chào bán cung cấp thông tin HSSD 9.94 lần, 30 tầng cao, 2 tầng hầm, MĐXD 38.8%, dân số 3276 người, bao gồm 1369 căn hộ chung cư"
BDS-CURATED-0010,có 4 mặt tiền nằm tại trục chính đường Hoàng Quốc Việt,needs_name_or_parent_review,yes,chat_sentence_name; needs_parent_name_extraction,1,2022-10-31,2022-10-31,"[2022-10-31] Trieu Nguyen-PTDT 10/31/2022 2:44 PM Edited KĐT gửi anh Tuan Tran-CEO báo cáo dự án 1.7ha tại đường Hoàng Quốc Việt, Hạ Long, Quảng Ninh có giá chào 140tr/m2 đất (2400 tỷ), cụ thể: Vị trị và hiện trạng: Dự án có 4 mặt tiền nằm tại trục chính đường Hoàng Quốc Việt, nằm trong quần thể dự án của BIM GROUP, có hướng nhìn ra biển Phía đối diện dự án có dự án công viên và biển hồ Pháp lý đất: GCNQSDĐ có quy mô 17098m2 đất ở kết hợp cửa hàng, thời hạn sử dụng lâu dài, có nguồn gốc nhà nước giao đất có thu tiền sử dụng đất Pháp lý đầu tư: Chưa có Pháp lý quy hoạch: QH Phân khu: Đất hỗn hợp, MĐXD 65%, HSSD 12 lần, 30 tầng cao Pháp lý xây dựng: Chưa có Sản phẩm đề xuất: Công trình chung cư cao cấp 133,555m2 sàn chung cư: giá bán 53tr/m2 sàn thông thủy có VAT tại năm 2025 (tham khảo dự án ICON 40 có giá dự kiến 45-55tr/m2 tim tường có VAT mở bán T11/2022, và dự án Green Bay Premium mở bán Q4/2016 có giá sang tay 36-38tr/m2 hiện tại) 52 căn shophouse khối đế: 63.6tr/m2 sàn thông thủy có VAT tại năm 2025 Tầng tiện tích: tạm tính giá thuê $6/m2/tháng có VAT Tổng mức đầu tư là 6297 tỷ đồng, tổng doanh thu bán hàng là 7573 tỷ đồng, tổng doanh thu cho thuê sàn 50 năm là 1432 tỷ đồng => Lợi nhuận tr"
BDS-CURATED-0033,theo Quyết định 425 của Bộ Xây dựng áp dụng cho năm 2026,needs_name_or_parent_review,yes,chat_sentence_name; needs_parent_name_extraction,6,2025-09-11,2025-09-11,"[] Phòng ĐT báo cáo Sếp Admin 01 về sơ bộ dự kiến hiệu quả đầu tư dự án 2.316 ha Phía Nam Nhơn Trạch, như sau: I/TỔNG QUAN MẶT BẰNG: II/CHỈ TIÊU QUY HOẠCH TẠM TÍNH (ANH TÀI): III/HIỆU QUẢ TẠM TÍNH (P&L SƠ BỘ) Dựa trên các giả định: Giá bán: cơ sở đề xuất giá bình quân cho từng loại sản phẩm của phòng R&D đề xuất: Căn hộ 28 tr/m2, đất nền Nhà liên kế 36 tr/m2, đất nền biệt thự 35 tr/m2; Đơn giá chi phí đất (gồm tiền sử dụng đất)(đơn giá đất đường gần nhất khu đất vị trí 1 theo bảng giá đất là 6,5 tr/m2), phòng tính bài toán ngược với LNTT/TMĐT đạt 20% thì đơn giá đất bao gồm tiền sử dụng đất khoảng 3,3 tr/m2 (tính bình quân cho nhiều vị trí phân khu bên trong khu đất); Suất vốn xây dựng cao tầng theo Quyết định 425 của Bộ Xây dựng áp dụng cho năm 2026. Để đơn giản hóa bài tính Lãi/Lỗ, phòng tạm tính bán đất nên không tính chi phí xây dựng nhà liên kế và biệt thự (thực tế theo quy định phải xây dựng). HIỆU QUẢ DỰ ÁN NHƯ SAU: Giả định tiền đất (bao gồm tiền sử dụng đất) có tăng lên theo các mức chạy độ nhạy và thay đổi giá bán thì hiệu quả tương ứng như sau: Trân trọng báo cáo, --- [] P.ĐT thực hiện tính theo phương án bố trí của phòng QH, tuy nhiên theo nghiên cứu và đề xuất của Phòng RD không triển khai làm căn hộ dịch vụ vì tại vị trí dự án, thị trường chưa phổ biến loại hình này. P.ĐT tạm để trống phần diện tích đất DVCC cấp đô thị và không thực hiện tính toán phần đất này tro"
BDS-CURATED-0041,chung cư Thành Lộc với tổng diện tích đất phù hợp quy hoạch để thực hiện dự án là 8,recover_project,yes,,1,2022-08-09,2022-08-09,"[2022-08-09] Quy Vo-PTDT 8/9/2022 4:15 PM KĐT gửi Mr.Tuấn Tuan Tran-CEO Báo cáo Dự án chung cư Thành Lộc với tổng diện tích đất phù hợp quy hoạch để thực hiện dự án là 8,368.3m2 (giá chào bán khoảng 300 tỷ tương đương 31.3 tr/m2 trên diện tích đất chào bán 9,582.6m2) thuộc phường An Thạnh, thành phố Thuận An, tỉnh Bình Dương: 1. Vị trí dự án: Dự án nằm trên đường Hồ Văn Mên (Quy hoạch làm tuyến đường vành đai 3) có bán kính cách thành phố mới Bình Dương 10 km, Khu công nghiệp VSIP 1 4km và sân bay Tân Sơn Nhất 15 km. 2. Pháp lý đất: Diện tích đất 9582.6 m2 đã được cấp GCN cho cá nhân: + 320m2 đất ODT: Nhà nước giao đất có thu tiền sử dụng đất. + 9262.6m2 đất CLN: Nhà nước giao đất không thu tiền sử dụng đất, thời hạn đến năm 2024. 3. Pháp lý đầu tư: - Văn bản số 4237/UBND-KT của UBND tỉnh Bình Dương về việc chấp thuận cho công ty TNHH Đầu tư bất động sản Thành Lộc nhận chuyển nhượng QSDĐ nông nghiệp (đất trồng cây lâu năm) với diện tích 9,282.6 m2 tại thửa đất số 226, 99, 224, 89, 98, 212, 5720, 5721 tờ bản đố số 60 (B3) thuộc phường An Thạnh, thành phố Thuận An, tỉnh Bình Dương để thực hiện dự án chung cư Thành Lộc. - Hiện tại công ty đang làm thủ tục đề nghị chấp thuận chủ trương đầu tư. 4. P"
BDS-CURATED-0024,ở khu vực gần đó đã được duyệt giá đất (như Emerald 2,needs_name_or_parent_review,yes,needs_parent_name_extraction,1,2025-08-08,2025-08-08,"[] P.ĐT giả định giá chào bán bao gồm chỉ tiêu dân số 3.952 dân với các chỉ tiêu tính toán từ phòng QH như sau: Dân ~ 3.952 dân, tầng cao 31 tầng (có 2 tầng nổi để xe), 1 tầng hầm; Hệ số sử dụng đất 7,5 lần. Quy mô xây dựng và sản phẩm: + Xây dựng: 1 tầng hầm, (để xe trên 2 tầng nổi và không bố trí diện tích TMDV), 31 tầng nổi, 1.921 căn hộ (diện tích bình quân 67 m2/căn) mà không bố trí Shop tầng trệt. + Kinh doanh: 1.921 căn hộ ở ~ diện tích sàn tim tường 128.324 m2 (đói tác không đề xuất Shop TM). Hiệu quả dự án: - Tổng chi phí chưa VAT: 6.424 tỷ, trong đó gồm: + CP mua đất : 1.000 tỷ đồng + CP tiền sử dụng đất: 630 tỷ đồng (giả định được khấu trừ tiền đất theo Sổ ~40%, chỉ đóng 60% tiền sử dụng đất tính theo PP thặng dư 1.050 tỷ đồng) + CP đầu tư xây dựng: 3.294 tỷ đồng (~ đơn giá xây dựng full 15.5 triệu đồng/m2 cho 212.400 m2 sàn xây dựng 31 tầng nổi, 1 hầm) + CP lãi vay: 457 tỷ đồng (lãi suất 10%/năm, vay CP đầu tư xây dựng) + CP bán hàng: 1.044 tỷ đồng (~17% doanh thu) - Tổng doanh thu chưa VAT: 6.199 tỷ (giá bán khởi điểm tính ở thời điểm hiện tại~45 triệu đồng/m2, giá bình quân các đợt bán 47 triệu đồng/m2 tim tường, chưa VAT, tỷ lệ tăng giá 5%/năm, thời điểm dự kiến mở bán"
BDS-CURATED-0057,Khu trung tâm tòa nhà hỗn hợp thương mại,recover_project,yes,,1,2022-07-20,2022-07-20,"[2022-07-20] Quy Vo-PTDT 7/20/2022 4:12 PM KĐT gửi Mr.Tuấn Tuan Tran-CEO Báo cáo Dự án Khu trung tâm tòa nhà hỗn hợp thương mại, văn phòng cho thuê, nhà ở, dịch vụ, bán và bảo hành xe ô tô Trung Thượng với tổng diện tích đất chào bán khoảng 6.3 hecta (giá chào bán khoảng 500 tỷ tương đương 8 tr/m2) thuộc thôn Ngọc Than, xã Ngọc Mỹ, huyện Quốc Oai, TP. Hà Nội: 1. Vị trí dự án: Dự án nằm bên cạnh đường dẫn lên cao tốc Láng – Hòa Lạc và nằm sát bên Khu công nghiệp Thạch Thất Quốc Oai với tổng quy mô 150 ha. Cách dự án 10Km về hướng Tây là Khu công nghiệp cao Hòa Lạc với diện tích 1,350 ha. Dự án có bán kính cách trung tâm thành phố Hà Nội khoảng 20 km, cách sân bay quốc tế Nội Bài khoảng 37 km. 2. Pháp lý đất: Tổng diện tích đất đã thực hiện bồi thường là 62,573.8 m2. Chưa nhận được hồ sơ về việc xác nhận đã hoàn thành nghĩa vụ tài chính về tiền sử dụng đất. 3. Pháp lý đầu tư: Quyết định số 314/QĐ-UBND ngày 13/02/2008 giao Công ty cổ phần sửa chữa ô tô Trung Thượng làm chủ đầu tư và thực hiện dự án Khu trung tâm Tòa nhà hỗn hợp thương mại văn phòng cho thuê, nhà ở, dịch vụ bán và bảo hành xe ô tô tại xã Ngọc Mỹ, huyện Quốc Oai (Hồ sơ 1 trang giấy). Quyết định số 1499/QĐ-UBND ngày 03/06/2008 giao c"
BDS-CURATED-0063,chung cư trên quy đất này có thể theo 2 hướng,recover_project,yes,,1,2022-08-26,2022-08-26,"[] Phòng pháp lý tư vấn để triển khai phát triển dự án chung cư trên quy đất này có thể theo 2 hướng: + Hướng 1 (muốn triển khai sớm): Vì QH 1/2000 đã quy định rõ quỹ đất này thuộc 1 phần ô đất I.04 có chức năng Khu nhà cao tầng có quy mô 46000m2, dân số 2448 người, 18-23 tầng cao, MĐXD 20%, HSSD 3.85-4.93 => BeeG cần phải mua thêm các thửa đất liền kề để sở hữu đủ phần đất thuộc ô I.04 thì mới có thể làm dự án hoặc tham gia đấu thầu dự án vì BeeG sở hữu lớn phần đất thuộc ô I.04 nên có khả năng trúng thầu cao hơn + Hướng 2 (triển khai trên quỹ đất hiện trạng, không cần mua thêm các thửa liền kề): Mua tích trữ quỹ đất chờ đến khi luật sửa đổi khi không cần phải có đất ở nhưng vẫn thực hiện được dự án vì phù hợp quy hoạch ở. 3. Sản phẩm phát triển thay đổi: + 1494 căn chung cư, DTKD 97086m2 có giá bán trung bình 60tr/m2 sàn thông thủy có VAT tại năm 2024 + 1 sàn TMDV, DTKD 3800m2, giá thuê khoán $8/m2/tháng có VAT từ năm 2026 + 37 căn shophouse, DTKD 4433m2, có giá bán trung bình 66tr/m2 sàn thông thủy có VAT tại năm 2024 + 1 mảnh đất TMDV 414 m2, giá bán đất 57tr/m2 đất tại năm 2024 4. Tổng mức đầu tư là 4476 tỷ đồng, tổng doanh thu là 6250 tỷ đồng => Lợi nhuận trước thuế là 950 tỷ đồ"
BDS-CURATED-0002,Chung cư Đỗ Xuân Hợp,recover_project,yes,,1,2025-11-13,2025-11-13,"[2025-11-13] Thanh L - INVT 11/13/2025 8:40 AM Translate Kính gửi Sếp Mr Mike1 -CEO, P.ĐT báo cáo hiệu quả đầu tư dự án Chung cư Đỗ Xuân Hợp, P.Phước Long B, Thủ Đức như sau: Vị trí: https://maps.app.goo.gl/Hn6baY7yBKNTcRXs8 THÔNG TIN QUY HOẠCH + Diện tích đất: 2.067m2 + MĐXD: 40% + Hệ số sử dụng đất: 8,01 + Số tầng cao: 33 tầng + 1 hầm (có bố trí thêm tầng để xe nổi) + Tổng sàn xây dựng: 19.492,5 m2 + Diện tích kinh doanh: 11.529,8m2 ; gồm 203 căn hộ + 1 căn shop -> Diện bình quân mỗi căn 55m2 PHƯƠNG ÁN 1: BÁN CĂN HỘ Ở 1/ Tổng mức đầu tư chưa bao gồm VAT: 560 tỷ đồng (Trong đó: Suất vốn All in bao gồm VAT là 14,2 Tr.đồng/m2; Chi phí mua đất là 170 tỷ và Tiền sử dụng đất 135 tỷ đồng) NOTE: Phương pháp thặng dư ước tính giá trị lô đất 280 tỷ đồng tương đương 135 Tr.đồng/m2, sau khi khấu trừ đất ở và đất nông nghiệp hiện trạng theo thị trường mặt tiền Đỗ Xuân Hợp là 144 tỷ đồng 🡪 Tiền sử dụng đất phải nộp thêm khoảng 135 tỷ đồng. 2/ Tổng doanh thu bán hàng chưa VAT là: 850 tỷ đồng (Trong đó: giá bán căn hộ bình quân bao gồm VAT 80 Tr.đồng/m2) 🡪 Giá bán căn hộ theo P.RD đề xuất 70 Tr.đồng/m2 – 75 Tr.đồng/m2 chưa bao gồm VAT. 3/ Lợi nhuận trước thuế: 148 tỷ đồng 4/ Lợi nhuận trước thuế/TMĐT = 25,8%"
BDS-CURATED-0314,Lô đất Phú Thọ Hòa Tân Phú,needs_name_or_parent_review,no,needs_parent_name_extraction,3,,,"[ | BDS-MASTER-0011] [] P.ĐT báo cáo Sếp Mr Mike1 -CEO về khu đất 10,052.1 m2 tại 1691/3N (Quốc lộ 1A), P.An Phú Đông, Quận 12, TP HCM như sau: 1. Tóm tắt sơ bộ hiện trạng pháp lý dự án: a) Vị trí và ranh dự án: https://maps.app.goo.gl/bKZVkKUcnYGRLJWw5 b. Sơ bộ hiện trạng pháp lý: Tổng diện tích khu đất theo Sổ cấp 2017 là 10,052.1 m2, đất SKC, thời hạn sử dụng đất lâu dài (theo tham khảo từ P. Pháp lý: Đất nông nghiệp cá nhân chuyển sang thổ cư, chuyển nhượng cho DN, chuyển mục đích SKC), cần đối tác cung cấp thêm hồ sơ để xác minh thông tin trên. Trong công văn 6445/UBND-ĐT về xử lý khoảng hở giữa 2 thửa đất nhưng chưa có nêu rõ phần này được xử lý xong chưa. Pháp lý đầu tư: Chưa thực hiện QĐ chủ trương đầu tư và các thủ tục pháp lý đầu tư khác. Pháp lý đất: Có nguồn gốc đất cá nhân, phù hợp để phát triển dự án nhà ở. Cần rà soát lại thông tin pháp lý đất của dự án Pháp lý QH: Diện tích phù hợp QH còn 8,739 m2 (có khoảng 1,313 m2 đất lộ giới), tầng cao 16 tầng; hệ số cơ bản 6 lần (có thể tăng thêm 2 lần do: đường trên 30m và nằm trong bán kính TOD (600m) 2. Hiệu quả dự án: P. Đầu tư tính FS theo 2 phương án dựa theo thông tin quy hoạch như sau: Phương án 1: Chung cư tầng cao 15 tầng có 1 tầng hầm; h --- [ | BDS-MASTER-0041] [] P.ĐT xin báo cáo Sếp Admin 01 về khu đất phường Phú Thọ Hòa, Quận Tân Phú, TP HCM (Nguồn Sếp Tâm) như sau: 1. Pháp lý đất: Diện tích: 13,907.5 m2 Mục "
BDS-CURATED-0040,bán Q4/2026,needs_name_or_parent_review,yes,chat_sentence_name; needs_parent_name_extraction,2,2024-10-03,2024-11-26,"[2024-11-26] Sinh Nguyen-Dau Tu 11/26/2024 4:13 PM Edited Translate K.ĐT gửi lại anh Mr Mike1 -CEO về báo cáo cập nhật hiệu quả tài chính dự án 2,3ha Bình Điền, tọa lạc mặt tiền đường Nguyễn Văn Linh, xã An Phú Tây, huyện Bình Chánh, TP.HCM. 1/ Về vị trí: Cách Chợ Đầu Mối Bình Điền khoảng 400m, cách ranh Quận 8 và huyện Bình Chánh khoảng 150m, cách UBND huyện Bình Chánh khoảng 3,2km, cách nút giao Vành Đai 2 - Nguyễn Văn Linh khoảng 2,2km Về quy hoạch dự kiến: Cách bến xe miền Tây mới khoảng 1,5km; Nằm giữa trung tâm lưu thông hàng hóa I (khu E -115ha) và trung tâm lưu thông hàng hóa II (khu D - 85ha) thuộc khu đô thị Phú Mỹ Hưng; Cách các nhà ga thuộc tuyến Metro line 7 trong bán kính 500m 2/ Về chi phí Đất: Giá mua 170 tỷ (cập nhật giá mua mới từ anh Tâm – Phó Chủ Tịch) Đóng tiền sử dụng đất khoảng 300 tỷ (Tính toán lại tiền sử dụng đất theo văn bản hướng dẫn mới) 3/ Về thị trường (giá bán đã bao gồm VAT) Giá bán đất biệt thự đề xuất năm 2024: 80tr/m². Dự án bán Q4/2026, giá bán 88tr/m² đất, thời gian bán trong vòng 3 quý Giá bán chung cư đề xuất năm 2024: 42tr/m². Dự án bán Q1/2026, giá bán 46tr/m² sàn, thời gian bán trong vòng 6 quý 4/ Về hiệu quả tài chính: 5/ Về điều kiện tiên quyết nhận --- [2024-10-03] Sinh Nguyen-Dau Tu 10/3/2024 10:55 AM Translate K.ĐT báo cáo anh Mr Mike1 -CEO về cập nhật hiệu quả tài chính dự án 2,3ha Bình Điền, tọa lạc mặt tiền đường Nguyễn Văn Lin"
BDS-CURATED-0030,có 1 mặt tiền đường Song Hành rộng khoảng 110m của đường Xa lộ Hà Nội,needs_name_or_parent_review,yes,chat_sentence_name; needs_parent_name_extraction,1,2022-09-06,2022-09-06,"[2022-09-06] Trieu Nguyen-PTDT 9/6/2022 10:34 AM Edited KĐT gửi anh Tuan Tran-CEO báo cáo dự án 2.6ha tại mặt tiền đường Song Hành XLHN, Thủ Đức có giá chào 1250 tỷ (48tr.đồng/m2 đất), cụ thể: Vị trí và hiện trạng: Dự án có 1 mặt tiền đường Song Hành rộng khoảng 110m của đường Xa lộ Hà Nội, và 1 mặt tiền đường Linh Trung rộng khoảng 200m tại P.Linh Trung, Thủ Đức, TPHCM Dự án nằm cách điểm lên ga Metro khoảng 500m, cách cầu Sài Gòn khoảng 10km, cách đường Nguyễn Huệ, Q1 khoảng 15km Hiện trạng có 1 căn biệt thự nằm trong khuôn viên dự án, nằm gần các trụ điện cao thế Pháp lý đất: Chưa được cấp GCNQSDĐ nhưng đã có quyết định giao đất, có cho phép chuyển mục đích sử dụng đất sang dự án chung cư và đã hoàn tất nghĩa vụ tài chính. Trong đó: + Đất ở: 9227m2 giao đất có thu tiền sử dụng đất, thời hạn lâu dài + Đất văn phòng, tmdv: 5047m2, giao đất có thu tiền sử dụng đất, thời hạn 50 năm + Đất công cộng: 11767m2, bàn giao lại cho nhà nước Pháp lý đầu tư: Đã có QĐ6159/QĐ-UB tháng 12/2004 về việc cho phép công ty Phú Đức chuyển hình thức, mục đích sử dụng đất để đầu tư xây dựng khu nhà ở thương mại Pháp lý quy hoạch: Đã có chủ trương của Thành phố chấp thuận điều chinh điều chỉnh QH chi tiết 1.500 năm 2"
BDS-CURATED-0026,KĐT Trấn Biên (thuộc KCN Biên Hòa 1) đang tổ chức đấu giá tại Đồng Nai,recover_project,yes,,1,,,"[] P.ĐT báo cáo sếp Mr Mike1 -CEO đánh giá sơ bộ hiệu quả dự án KĐT Trấn Biên (thuộc KCN Biên Hòa 1) đang tổ chức đấu giá tại Đồng Nai. 1.Vị trí dự án: https://maps.app.goo.gl/Mww4k2RWctPHssMQA 2. Thông số quy hoạch: - Diện tích: 51.65 ha (16.7ha đất ở, 4.8ha đất hạ tầng xã hội + TMDV) - Sản phẩm: Nhà phố, biệt thự, 3 khu chung cư cao từ 40-45 tầng, 1 Trung tâm thương mại, Trường học, y tế,…) - Dân số: ~ 19.774 dân 3. Pháp lý: Dự án đã có QH 1/500, đang thực hiện công tác giải phóng mặt bằng để tổ chức đấu giá theo kế hoạch. Theo thông báo đấu giá, thời gian nộp hồ sơ/tiền ứng trước từ 17/11/2025 đến 16/12/2025. Thời gian xét duyệt hồ sơ từ 04/12/2025-10/12/2025 Thời gian tổ chức đấu giá: 18/12/2025 Giá khởi điểm: 9.363 tỷ * Giá theo PA đấu giá do Trung tâm PT quỹ đất đề xuất là 2.110 tỷ. Tuy nhiên 10/11/2025, UBND Đồng Nai chính thức ra giá khởi điểm là 9.363 tỷ Tiền ứng trước: 1.873 tỷ 4. Hiệu quả dự án: a) Giá bán đề xuất từ RnD GIÁ CĂN HỘ - Giá căn hộ: 80-90 tr/m2 (gồm VAT, tim tường) - Giá officetel: 62-74tr/m2 (gồm VAT, tim tường) - Giá Shophouse: 136-172 tr./m2 (gồm VAT, tim tường) GIÁ THẤP TẦNG - Giá nhà phố liên kế: 133-154 tr/m2 (giá gồm nhà) – giá đất 94-115tr.m2 - Giá nhà"
BDS-CURATED-0059,Nơ Trang Long,needs_name_or_parent_review,yes,needs_parent_name_extraction,2,,,"[] Phòng ĐT báo cáo Sếp Mr Mike1 -CEO về cập nhật lại dự án Nơ Trang Long, điều chỉnh Shop khối đế 1 trệt 1 lầu như nhà phố ở PA1 và PA 2 (Cao tầng) và thêm Phương án 3 Shophouse thấp tầng như sau: Phương án 1: Phù hợp (dưới <=) chỉ tiêu cho phép theo 1/2000 Phương án 2: Cao hơn (>=) chỉ tiêu cho phép 1/2000, cơ sở tham khảo từ dự án gần đó là Ascent Plaza. Phương án 3: Thấp tầng, thiết kế 26 căn Shophouse 5 tầng. A - Hiệu quả dự án theo phương án 1 (phù hợp chỉ tiêu 1/2000 hiện hữu): Chỉ tiêu QH: Tầng cao 18 tầng, 1 tầng hầm, hệ số 6 lần, dân số 465, dt sàn xây dựng 25.289 m2, diện tích sàn kinh doanh 13.694 m2 (Căn hộ 12.151,3 m2; Shophouse 1.543 m2). Tổng doanh thu chưa VAT là: 984 tỷ đồng (giá căn hộ ~68 tr/m2, giá bán ShopTM 1T1L ~1,5 lần giá căn hộ, ~ 102 triệu/m2) Tổng mức đầu tư chưa bao gồm VAT, bao gồm lãi vay là: 851 tỷ đồng (Đơn giá All in bao gồm VAT là 18 triệu/m2; Chi phí mua đất 220 tỷ đồng; Tiền sử dụng đất đóng thêm 3,2 tỷ đồng) Tổng chi phí hoạt động chưa VAT,15% doanh thu: 147.5 tỷ đồng Lợi nhuận trước thuế: 132 tỷ đồng LNTT/TMĐT: 19,6% B - Hiệu quả dự án theo phương án 2 (xin thêm dân và điều chỉnh hệ số): Chỉ tiêu QH: Tầng cao 24 tầng, 2 tầng hầm, hệ số 9 lần, dâ --- [] Phòng ĐT báo cáo Sếp Mr Mike1 -CEO về cập nhật lại dự án Nơ Trang Long, điều chỉnh Shop khối đế 1 trệt 1 lầu như nhà phố ở PA1 và PA 2 (Cao tầng) và thêm Phương án 3 Shophouse thấp tầng như"
BDS-CURATED-0060,Phú Quang,recover_project,yes,,9,2022-08-03,2025-07-15,"[2025-07-15] Khoa L - INVT 7/15/2025 5:46 PM Translate P.ĐT báo cáo CEO Mr Mike1 -CEO cập nhật FS dự án Phú Quang, Về nghĩa vụ tiền sử dụng đất dự án, trước đây Công ty đang định hướng sẽ được khấu trừ phần tiền sử dụng đất mà đối tác cam kết nộp cho diện tích giao đất đợt 1 (tương ứng với QH 1/500 cũ) vào số tiền sử dụng đất đợt 2 (theo QH 1/500 mới). Tuy nhiên, hiện nay công tác điều chỉnh QH1/500 đã được hoàn thành trước công tác đóng tiền đợt 1 thực hiện. Do đó, khả năng công ty sẽ phải đóng full tiền sử dụng đất mà không được khấu trừ. => P.ĐT cập nhật lại FS dự án theo phương án đóng full tiền sử dụng đất. (ước tính ~8.000 tỷ) như sau: - LNTT: 23.797 tỷ - NPV: 3.676 tỷ - IRR: 19.17% - LNTT/TMĐT: 51.06% 2025.07.15-FS PA full tiền đất.pdf P. ĐT báo cáo Sếp Mr Mike1 -CEO về s... by Hanh T - INVT, has an attachment. --- [2025-07-15] Khoa L - INVT 7/15/2025 5:46 PM Translate P.ĐT báo cáo CEO Mr Mike1 -CEO cập nhật FS dự án Phú Quang, Về nghĩa vụ tiền sử dụng đất dự án, trước đây Công ty đang định hướng sẽ được khấu trừ phần tiền sử dụng đất mà đối tác cam kết nộp cho diện tích g --- [2023-11-03] Huy M - IM 11/3/2023 8:09 AM KĐT đã gửi CEO phương án đề xuất triển khai cho dự án Phú Quang. Do có đính kèm cả dự hiệu quả đầu tư nên gửi bên group này trước à KĐT cũng xin lịch của CEO để có buổi báo cáo chi tiết này cùng các phòng ban liên quan. Begin quote, Huy Mai-PTDT , 11/3/2023"
