master_id,project_name,issues,latest_report_date,coords,land_area_main,sample_excerpt
BDS-MASTER-0372,k… Gửi lại độ nhạy,missing_report_date; missing_coordinates; missing_land_area; missing_planning,,,,"[] Dạ Sếp. Hiện tại Anh Minh vẫn tiếp tục rà soát từ nhiều nguồn để kiểm tra rủi ro pháp lý dự án. Liên quan đến LUR, theo các hồ sơ mình có được và cũng như nhận định từ P.PLDA thì khả năng cao dự án k… Gửi lại độ nhạy"
BDS-MASTER-0373,lớn thì gần như sẽ phải đấu thầu,missing_coordinates; missing_land_area; missing_legal; missing_planning,2024-12-16,,,[2024-12-16] Huy M - IM 12/16/2024 8:50 PM Translate Nếu làm dự án lớn thì gần như sẽ phải đấu thầu. Nên anh đề xuất P.PLDA có buổi training về các quy định luật hiện hành về đấu thầu à… Link https://tienphong.vn/dau-thau-khu-do-t... by Huy M - IM
BDS-MASTER-0374,lớn và có quy mô tương tự dự án Nghiên cứu (Dự án – Hùng Thắng 1,missing_coordinates; missing_legal; missing_planning,2022-10-01,,17.000 m² (~1.70 ha),"[2022-10-01] Huy M - IM 10/1/2022 9:26 AM KĐT gửi CEO Tuan Tran-CEO kế hoạch đi khảo sát thị trường Quảng Ninh chi tiết như sau: Mục tiêu: Khảo sát thị trường Quảng Ninh, các dự án lớn và có quy mô tương tự dự án Nghiên cứu (Dự án – Hùng Thắng 1.7 ha) Thời gian: Ngày 3 – 5/11/2022 Nhân sự: Võ Bình – GĐ KĐT Mai Huy – TP ĐT Nguyễn Thanh Sơn - TP R&D Văn Đình Sơn – Trợ lý TGĐ KĐT trình CEO xét duyệt để triển khai các công tác liên quan. Ok by Unknown User"
BDS-MASTER-0375,lớn xảy ra sai phạm nghiêm trọng trong quản lý đất đai của tỉnh Đồng Nai,missing_coordinates; missing_land_area; missing_legal; missing_planning,2023-07-07,,,"[2023-07-07] Huy M - IM 7/7/2023 11:17 AM K. ĐT gửi CEO Tuan Tran-CEO tóm tắt các kết luận của Uỷ Ban Kiểm tra Trung ương ngày 14/06/2023 liên quan đến 3 dự án lớn xảy ra sai phạm nghiêm trọng trong quản lý đất đai của tỉnh Đồng Nai: Khu dân cư Phú Thịnh - Long Tân (tên thương mại: Swan Park); Khu đô thị du lịch sinh thái Đại Phước (tên thương mại: Swan Bay) Khu đô thị du lịch Sơn Tiên; Nguồn: https://ubkttw.vn/danh-muc/nghien-cuu-trao-doi/vi-pham-nguyen-tac-tap-trung-dan-chu-dan-den-sai-pham-nghiem-trong-trong-quan-ly-dat-dai.html Do những sai phạm liên quan đến nhiều vấn đề nghiệm trọng, liên quan đến nhiều thời kỳ lãnh đạo, quy trình xử lý khắc phục sẽ kéo dài, phức tạp, không ước tính đư"
BDS-MASTER-0376,mở bán mới/dự kiến ở thị trường HCM,missing_coordinates; missing_land_area; missing_legal; missing_planning,2024-12-07,,,"[2024-12-07] Mr Mike1 -CEO 12/7/2024 1:27 PM Translate Hội nghị BĐS Việt Nam “VRES 2024” qua các con số - 58% là giá chung cư Hà nội tăng trong năm 2024, trong khi đó thị trường HCM chỉ ở mức tăng khiêm tốn là 17%. - 31.3 là số năm kiếm tiền mà thế hệ 7X có thể mua được nhà, với 8X là 22.7 năm và 9X là 25.8 năm, thế hệ trẻ nào cũng khó mua nhà không chỉ mỗi GenZ. - 61tr/m2 là giá trung bình thị trường chung cư HN, sau 10 năm thì giá HN đã vượt hơn thị trường HCM 20%. - 111tr/m2 là trung bình cộng các dự án mở bán mới/dự kiến ở thị trường HCM, trong đó thấp nhất là Mizuki với giá 55tr/m2 và cao nhất đang là Opusk Thủ Thiêm với giá 290tr/m2. - 7.5 lần là số lượng quan tâm tăng trưởng của người"
BDS-MASTER-0377,nghỉ dưỡng nghìn tỷ bà Trương Mỹ Lan từng thâu tóm Ngân hàng TMCP Công Thương Việt Nam - Chi nhánh Thủ Thiêm (,missing_coordinates; missing_land_area; missing_planning,2024-06-02,,,[2024-06-02] Tuan Tran-CEO 6/2/2024 9:25 AM https://m.cafebiz.vn/ngan-hang-rao-ban-du-an-nghi-duong-nghin-ty-ba-truong-my-lan-tung-thau-tom-176240601115633272.chn?fbclid=IwZXh0bgNhZW0CMTEAAR0gCq068odDwfaVarWXMrVzKJsb5N8mA7iQBstez2vOEGsFuEzu6c2XlSg_aem_AcxQFSkDhP9A9hf7e1nWIyBRpzUs6iL9wF0qP3p0ABLJ4FzSDldhLOZLzi9adCYt-RhJ7elval4J1vy0KIB-0uoU Ngân hàng rao bán dự án nghỉ dưỡng nghìn tỷ bà Trương Mỹ Lan từng thâu tóm Ngân hàng TMCP Công Thương Việt Nam - Chi nhánh Thủ Thiêm (VietinBank Thủ Thiêm) vừa thông tin về việc tìm đơn vị bán đấu giá khoản nợ của Công ty Cổ phần Greenhill Village - doanh nghiệp thực hiệ... m.cafebiz.vn Dự án này trước họ rao 900ty đúng ko mng. L... by Unknown User --- [202
BDS-MASTER-0378,nào mà đóng tssđ hàng năm nó cứ tăng hàng năm nữa,missing_coordinates; missing_land_area; missing_legal; missing_planning,2023-08-11,,,"[2023-08-11] Binh Vo-GD-PTDT 8/11/2023 10:48 AM Edited Nếu dự án nào mà đóng tssđ hàng năm nó cứ tăng hàng năm nữa. Và theo dự thảo luật đất đai mới đất tmdv là không cho đóng 1 lần nữa thì kinh doanh không thể có hiệu quả được, làm được bao nhiêu đóng hết cho nhà nước"
BDS-MASTER-0379,này dự kiến 2026 sẽ bắt đầu ra tin à image by Huy M - IM,bad_name; missing_coordinates; missing_land_area; missing_legal,2025-04-21,,,[2025-04-21] Huy M - IM 4/21/2025 8:41 AM Translate Cù Lao Phố của Sun Group đang làm Quy hoạch. Aeon mall đang xây. Dự án này dự kiến 2026 sẽ bắt đầu ra tin à image by Huy M - IM
BDS-MASTER-0380,này là mình vào xây dựng được liền Nó đã bán hơn 200 nền,bad_name; missing_coordinates; missing_land_area; missing_planning,2025-04-11,,,"[2025-04-11] Huy M - IM 4/11/2025 5:23 PM Translate Với dự án này là mình vào xây dựng được liền Nó đã bán hơn 200 nền, ngta đã xây gì chưa by Unknown User"
BDS-MASTER-0381,này sao tiền sử dụng đất cao vậy Dự án được tính tiền sử dụng đất theo phươn,bad_name; missing_coordinates; missing_land_area; missing_planning,2024-10-07,,,[2024-10-07] Mr Mike1 -CEO 10/7/2024 10:38 AM Translate Mà dự án này sao tiền sử dụng đất cao vậy Dự án được tính tiền sử dụng đất theo phươn... by Unknown User
BDS-MASTER-0382,này thì phải Các dự án quy mô trên 1000 ha trước khi Nov,bad_name; missing_coordinates; land_area_outlier; missing_legal; missing_planning,2024-12-16,,0 m²,[2024-12-16] Huy M - IM 12/16/2024 8:51 PM https://tienphong.vn/dau-thau-khu-do-thi-hon-11000-ty-dong-o-binh-thuan-post1653028.tpo?fbclid=IwZXh0bgNhZW0CMTEAAR2rMTQT5dLeqXEimgXnhUzh7PNAvxnZpb2AfrFSUTrtCLVhZNEgsSw82vY_aem_dp4GDLx1Qv_OoXEfRpMwKA Sun Group cũng mới trúng dự án này thì phải Các dự án quy mô trên 1000 ha trước khi Nov... by Huy M - IM
BDS-MASTER-0383,này với các điều kiện sau,bad_name; missing_report_date; missing_coordinates; missing_land_area; missing_planning,,,,[] Phòng Đề xuất tiếp cận và nghiên cứu sâu dự án này với các điều kiện sau: Hoàn tất mua thêm tối thiểu phần đất bên trong ranh đất và phần đất làm đường kết nối vào dự án. Đối tác đảm bảo đủ điều kiện để được phê duyệt Chủ trương đầu tư. Trân trọng.
BDS-MASTER-0384,nêu trên (QĐ 789 cho khu đất 2,missing_coordinates; missing_legal; missing_planning,2025-06-26,,37.000 m² (~3.70 ha),"[2025-06-26] Khoa L - INVT 6/26/2025 5:30 PM Translate P.Đầu tư gởi thêm hồ sơ mời quan tâm của 2 dự án nêu trên (QĐ 789 cho khu đất 2,1ha và QĐ 787 cho khu đất 3,7ha) 2025-QD-789 - Phe duyet ho so moi quan tam du an.pdf 2025-QD-787.pdf"
BDS-MASTER-0385,nằm ở vị trí quỹ đất còn nhiều,missing_report_date; missing_coordinates; missing_land_area; missing_planning,,,,"[] Dạ đúng ạ, ở Phú Mỹ vẫn câu chuyện Cảng Cái Mép, cao tốc Biên Hoà - Vũng Tàu và gần sân bay Long Thành bao năm qua nhưng giá đất khu này không bứt phá so với Đồng Nai hay Bình Dương được ạ, do hạ tầng giao thông chưa được chú trọng và dự án nằm ở vị trí quỹ đất còn nhiều, dân cư còn thưa thớt, dẫn đến tính thanh khoản cũng thấp hơn so với khu gần Quốc lộ 51 và Cảng Cái Mép nên tầm nhìn phải trung, dài hạn khi sáp nhập vào TP.HCM Begin quote, Mr Mike1 -CEO, 4/8/2025 7:42 P... by Huy M - IM"
BDS-MASTER-0386,nếu vùng đất thấp phải san lấp thêm nữa thì đơn giá 250,missing_coordinates; missing_land_area; missing_legal; missing_planning,2023-06-16,,,"[2023-06-16] Unknown User 6/16/2023 9:12 PM Chi phí san lấp mà hết 1.5tr cao dữ v hã Hiện nay chi phí san lấp, hạ tầng kcn trung bình tầm 800 - 1 trđ/m2. Tuỳ theo cao độ của dự án nếu vùng đất thấp phải san lấp thêm nữa thì đơn giá 250.000 đồng/m3. Đối với hiện trạng dự án mình khảo sát ở kc... by Huy M - IM --- [2023-06-16] Unknown User 6/16/2023 9:12 PM Chi phí san lấp mà hết 1.5tr cao dữ v hã Hiện nay chi phí san lấp, hạ tầng kcn trung bình tầm 800 - 1 trđ/m2. Tuỳ theo cao độ của dự án nếu vùng đất thấp phải san lấp thêm nữa thì đơn giá 250.000 đồng/m3. Đối với hiện trạng dự án mình khảo sát ở kc... by Huy M"
BDS-MASTER-0387,phân lô (,bad_name; missing_coordinates; missing_land_area; missing_legal; missing_planning,2023-06-22,,,"[2023-06-22] Tuan Tran-CEO 6/22/2023 10:42 AM Cho cụ thể, ví dụ lô E thì vị trí nào 47.5tr và vị trí nào 64.8tr 1 Like reaction. Tìm hiểu bên Nhơn Trạch xem dự án phân lô (... by Unknown User"
BDS-MASTER-0388,phía Bắc,missing_coordinates; missing_land_area; missing_legal; missing_planning,2023-04-27,,,"[2023-04-27] Huy M - IM 4/27/2023 9:13 AM Liên quan đến chuyến công tác các dự án phía Bắc, kế hoạch công việc vẫn theo thời gian đã trình CEO. Riêng A Sơn R&D sẽ thêm 1 ngày mai (28/4) để đi KCN Vĩnh Phúc cùng với A Toán P.TGĐ của Bee Hà Nội để đáng giá thêm. KDT trình CEO Tuan Tran-CEO duyệt à. Ok a by Unknown User"
BDS-MASTER-0389,phường Phú Thọ Hòa,missing_report_date; missing_coordinates; missing_planning,,,13.900 m² (~1.39 ha),"[] P.ĐT xin báo cáo Sếp Admin 01 về khu đất phường Phú Thọ Hòa, Quận Tân Phú, TP HCM (Nguồn Sếp Tâm) như sau: 1. Pháp lý đất: Diện tích: 13,907.5 m2 Mục đích: Đất trồng cây lâu năm Thời hạn: 50 năm ( 07/2011 – 07/2061) Nguồn gốc"
BDS-MASTER-0390,quy mô trên 1000 ha trước khi Nova bị mất thanh khoản định xúc tiến ở Bà Rịa,missing_coordinates; land_area_outlier; missing_legal; missing_planning,2024-12-16,,0 m²,"[2024-12-16] Huy M - IM 12/16/2024 8:56 PM Translate Các dự án quy mô trên 1000 ha trước khi Nova bị mất thanh khoản định xúc tiến ở Bà Rịa, Phú Yên, Bình Định đều phải đấu thầu Begin quote, Huy Mai-PTDT , 12/16/2024 8:56... by Unknown User --- [2024-12-16] Huy M - IM 12/16/2024 8:56 PM Các dự án quy mô trên 1000 ha trước khi Nova bị mất thanh khoản định xúc tiến ở Bà Rịa, Phú… Nghiên cứu xem đấu như thế nào anh. Đấu xong rồi giải phóng mb như thế nào Kêu mng nghiên cứu đi by Unknown User"
BDS-MASTER-0391,team đã đi khảo sát,missing_coordinates; missing_legal; missing_planning,2023-04-15,,10.000 m² (~1.00 ha),"[2023-04-15] Huy M - IM 4/15/2023 11:39 AM Edited Bên Thái tuần này đang trong thời gian nghỉ lễ Tết truyền thống của họ, qua đầu tuần sau sẽ gửi bổ sung thêm các thông tin còn thiếu cho các dự án team đã đi khảo sát. Team sẽ gửi Tuấn báo cáo cho dự án 1ha -Bangkok vào ngày 21/4 nhé."
BDS-MASTER-0392,tham gia để đánh giá thêm về chuyên mô á Sếp,missing_coordinates; missing_land_area; missing_planning,2026-05-27,,,"[2026-05-27] Admin 01 5/27/2026 7:36 PM 2. 120 tỷ là số chốt chưa hay áng chừng nhỉ Mình đang tạm lấy theo số bên đó báo Sếp. Số liệu chi tiết thẩm định, cơ sở thì chưa có thông tin để check nên anh mới đề xuất có plda tham gia để đánh giá thêm về chuyên mô á Sếp. Với cái này họ chuyển cty nên cũng cần PTC thẩm định về bctc công tin để xem có khoản nợ tiềm tàng nào ko để tránh rủi ro mình mua vào sau này phát sinh thì mình phải chịu Sếp --- [2026-05-27] Admin 01 5/27/2026 7:36 PM 2. 120 tỷ là số chốt chưa hay áng chừng nhỉ Mình đang tạm lấy theo số bên đó báo Sếp. Số liệu chi tiết thẩm định, cơ sở thì chưa có thông tin để check nên anh mới đề xuất có plda tham gia để đánh giá thêm về chuyên "
BDS-MASTER-0393,theo link bên dưới,missing_coordinates; missing_land_area; missing_planning,2023-05-18,,,"[2023-05-18] Huy M - IM 5/18/2023 8:27 AM 2022.08.22_Báo cáo Khảo sát và Đánh giá Pháp lý Green Hill, Quy Nhơn.pdf Chi tiết hồ sơ dự án theo link bên dưới: Li... by Huy M - IM --- [2023-05-18] Huy M - IM 5/18/2023 8:28 AM Chi tiết hồ sơ dự án theo link bên dưới: https://belgroupvn-my.sharepoint.com/:f:/g/personal/trieunguyenptdt_beegroup1_com/EvIFMnD3Kf1HuCg73fRIPiYBMqa-3XLyRWrfyrlhKlYtSQ?e=7KAxWR Ủa bữa e nhớ có file thiết kế ở đâu nhỉ by Unknown User"
BDS-MASTER-0394,thì khả năng cao dự án không phải nộp thêm ạ,missing_report_date; missing_coordinates; missing_land_area; missing_planning,,,,"[] Dạ Sếp. Hiện tại Anh Minh vẫn tiếp tục rà soát từ nhiều nguồn để kiểm tra rủi ro pháp lý dự án. Liên quan đến LUR, theo các hồ sơ mình có được và cũng như nhận định từ P.PLDA thì khả năng cao dự án không phải nộp thêm ạ. Và P.ĐT cũng đề xuất trong các đợt làm việc tiếp theo, sẽ có nhân sự của P.PLDA gặp đối tác để làm rõ các rủi ro pháp lý nêu trên Kêu hẹn đi by Admin 01"
BDS-MASTER-0395,tiền M&A nên đang bị phẩn bổ khá nhiều thời gian cho phần phân tích các dự án tiền M&A này Begin quote,missing_coordinates; missing_land_area; missing_legal; missing_planning,2022-08-22,,,"[2022-08-22] Binh Vo-GD-PTDT 8/22/2022 2:49 PM do team đang tập trung làm phân tích nhanh các dự án tiền M&A nên đang bị phẩn bổ khá nhiều thời gian cho phần phân tích các dự án tiền M&A này Begin quote, Binh Vo-GD-PTDT, 8/22/2022 2:4... by Ngoc V - ASST."
BDS-MASTER-0396,trên có diện tích,missing_coordinates; missing_land_area; missing_planning,2025-08-13,,,"[2025-08-13] Mr Mike1 -CEO 8/13/2025 11:13 AM Translate Thêm 1 bạn bên PDT tính lại theo góc nhìn cá nhân đi Theo quyết định, khu đất trên có diện tích ... by Unknown User"
BDS-MASTER-0397,và thị trường khu vực,missing_report_date; missing_coordinates; missing_land_area; missing_legal,,,,"[] Dạ sau khi trao đổi với anh về hiện trạng dự án và thị trường khu vực, P.ĐT có trao đổi với các phòng ban liên quan, hiện P.RD vừa đề xuất lại phương án kinh doanh mới và P.QH đang binh phương án mới phù hợp với quy mô dân số và phương án P.RD đề xuất. Cả 2 phòng đang triển khai song song, sau khi có báo cáo thị trường và phương án QH mới Em sẽ chạy lại FS và báo cáo liền ạ"
BDS-MASTER-0398,với A Sơn Trợ lý sau đó sẽ báo cáo BLĐ tính khả thi của dự án,missing_coordinates; missing_land_area; missing_legal; missing_planning,2023-04-10,,,"[2023-04-10] Huy M - IM 4/10/2023 11:05 AM Edited Team đã nhận được hồ sơ và đang triển khai nghiên cứu, dự kiến sẽ đi khảo sát và đánh giá thị trương văn phòng và khách sạn với A Sơn Trợ lý sau đó sẽ báo cáo BLĐ tính khả thi của dự án. ok ok by Unknown User"
BDS-MASTER-0399,Đà Nẵng,missing_coordinates; missing_land_area; missing_planning,2022-09-12,,,"[2022-09-12] Huy M - IM 9/12/2022 10:38 AM Liên quan đến công tác xây dựng chiến lược cho cụm dự án Đà Nẵng, để tổng hợp thông tin các dự án của BeeGroup tại Đà Nẵng chuẩn bị cho công tác xây dựng chiến lược, K.ĐT đã phối hợp với Ms Ngọc để lên list tổng hợp (hiện trạng có 12 dự án), tuy nhiên các thông tin, hồ sơ dự án….chi tiết vẫn chưa đầy đủ. K.ĐT báo cáo CEO - Tuan Tran-CEO xét duyệt đồng ý để K.ĐT phối hợp với các phòng ban liên quan để tổng hợp các hồ sơ còn thiếu của các dự án và triển khai các công tác tiếp theo. Message by Huy M - IM, has an attachment."
BDS-MASTER-0400,Đà Nẵng thì liên hệ A Tịnh,missing_coordinates; missing_land_area; missing_planning,2025-03-03,,,"[2025-03-03] Thoi L - ASST. 3/3/2025 9:45 AM Translate Dear Huy Huy Mai-PTDTCEO có giao triển khai tìm hiểu về thông tin đấu giá các lô đất tại ĐÀ Nẵng và Bình Dương. tiếp nhận tt khu đất Đà Nẵng thì liên hệ A Tịnh, kênh tt khu đất Bình Dương thì liên hệ A Hùng nhé. Ok Anh nhé by Huy M - IM --- [2025-03-03] Thoi L - ASST. 3/3/2025 9:45 AM Translate Dear Huy Huy Mai-PTDTCEO có giao triển khai tìm hiểu về thông tin đấu giá các lô đất tại ĐÀ Nẵng và Bình Dương. tiếp nhận tt khu đất Đà Nẵng thì liên hệ A Tịnh, kênh tt khu đất Bình Dương thì liên hệ A Hùng nhé. Ok Anh nhé by Huy M - IM Huy"
BDS-MASTER-0401,Đông Trung - Đề xuất,missing_coordinates; missing_land_area; missing_legal; missing_planning,2025-08-12,,,[2025-08-12] Mr Mike1 -CEO 8/12/2025 8:24 AM Translate A mới ngồi ăn sáng cafe với anh Ngân GĐ Sở Xd xong. Nói hướng mới cho Dự án Đông Trung - Đề xuất: 1. Phần đất công làm NOXH 2. Phần đất thịt làm NOTM Ok Sếp. Team sẽ trao đổi lại với anh Tài để... by Huy M - IM
BDS-MASTER-0402,Đầu tư xây dựng đường Cao tốc TP,missing_coordinates; missing_land_area; missing_legal; missing_planning,2024-12-10,,,"[2024-12-10] Huy M - IM 12/10/2024 12:03 PM Translate Dự án Đầu tư xây dựng đường Cao tốc TP.Hồ Chí Minh – Thủ Dầu Một - Chơn Thành là trục cao tốc Bắc Nam của tỉnh Bình Dương, Bình Phước (trục xuyên tâm cắt qua đường Vành đai 4, Vành đai 3, dẫn đến đường Vành đai 2 TP.Hồ Chí Minh), nối tiếp tuyến cao tốc Gia Nghĩa - Chơn Thành (cao tốc Bắc Nam phía Tây) Dự án có ý nghĩa, vai trò rất quan trọng đối với sự phát triển kinh tế - xã hội gắn với củng cố an ninh - quốc phòng của vùng Tây nguyên và Đông Nam bộ; rút ngắn thời gian lưu thông, thúc đẩy các hoạt động thương mại, vận tải, thông thương mua bán trong khu vực; Bình Dương Dự kiến dự án sẽ khởi công quý I/2025 và hoàn thành năm 2027! Khi hoà"
BDS-MASTER-0403,đang ở giai đoạn đ,missing_coordinates; missing_land_area; missing_planning,2024-07-24,,,"[2024-07-24] Huy M - IM 7/24/2024 8:27 AM https://vnexpress.net/do-no-vi-gia-dat-4773470.html Đổ nợ vì giá đất Sau hai năm gặp lại, tôi thấy anh gầy rộc, già đi nhiều so với tuổi 49. Anh cười gượng tiết lộ: anh bị tạm hoãn xuất cảnh. Công ty do anh làm giám đốc đang nợ tiền sử dụng đất hơn 600 tỷ đồng. vnexpress.net CKG hiện nay nhiều dự án đang ở giai đoạn đ... by Huy M - IM"
BDS-MASTER-0404,đang ở giai đoạn đóng tiền sử dụng đất,missing_coordinates; missing_land_area; missing_planning,2024-07-24,,,"[2024-07-24] Huy M - IM 7/24/2024 8:33 AM Translate CKG hiện nay nhiều dự án đang ở giai đoạn đóng tiền sử dụng đất. Nên cần thực hiện thủ tục này sớm trước khi mở bán, những dự án gần nhau thì cũng hoàn thành trc để tránh mở bán dự án này sẽ làm tham chiếu giá đất cho nhà nước tính tiền cho dự án kia"
BDS-MASTER-0405,được tính bằng cách lấy tổng doanh thu trừ các chi phí vận hành trực tiếp (như chi phí phòng,bad_name; missing_coordinates; missing_land_area; missing_legal; missing_planning,2025-06-29,,,"[2025-06-29] Thao L - INVT 6/29/2025 4:35 PM EBITDA được tính bằng cách lấy tổng doanh thu trừ các chi phí vận hành trực tiếp (như chi phí phòng, F&B, điện, nước…) để ra GOP (47% - tỷ lệ Mr. David đề xuất). Từ GOP, tiếp tục trừ chi phí quản lý, chi phí khác… (chiếm khoảng 8% - tỷ lệ"
BDS-MASTER-0406,đấu thầu 386ha - N,missing_report_date; missing_coordinates; missing_legal; missing_planning,,,3.860.000 m² (~386.00 ha),[] Phòng xin gửi đính kèm vị trí vào số liệu chi tiết tổng mức đầu tư của từng phân khu. Trân trọng. Bản đồ không có tiêu đề - Google My Maps (IN) 2025.07.15 Cụm DA đấu thầu 386ha - N
BDS-MASTER-0407,đấu thầu 386ha - Nhơn Trạch,missing_report_date; missing_coordinates; missing_legal; missing_planning,,,3.860.000 m² (~386.00 ha),[] Phòng xin gửi đính kèm vị trí vào số liệu chi tiết tổng mức đầu tư của từng phân khu. Trân trọng. Bản đồ không có tiêu đề - Google My Maps (IN) 2025.07.15 Cụm DA đấu thầu 386ha - Nhơn Trạch.pdf Bản đồ không có tiêu đề www.google.com
BDS-MASTER-0408,định giá Link vị trí,missing_report_date; missing_coordinates; missing_land_area; missing_legal; missing_planning,,,,[] Phòng xin gửi đính kèm vị trí 6 khu đất định giá Link vị trí:https://www.google.com/maps/d/edit?mid=1Yy94Bk_zJc1qdBIr51K9nl1FJ6GMm1g&usp=sharing Các khu đất định giá 2025.07.15_BAO CAO DINH GIA TAI SAN fn.pdf 2025.07.15_BAO CAO DINH GIA TAI SAN fn 1.pdf Các khu đất định giá www.google.com
BDS-MASTER-0409,ở Thái à Bên Thái tuần này đang trong thời gian nghỉ,missing_coordinates; missing_land_area; missing_planning,2023-04-15,,,[2023-04-15] Unknown User 4/15/2023 11:20 AM Ủa tính mấy cái e gửi xong chưa Team cũng đang song song triển khai tính toán các dự án ở Thái à Bên Thái tuần này đang trong thời gian nghỉ... by Huy M - IM
BDS-MASTER-0410,ở khu Long Phước,missing_coordinates; missing_land_area; missing_legal; missing_planning,2023-06-10,,,"[2023-06-10] Tuan Tran-CEO 6/10/2023 11:43 AM Kiếm các dự án ở khu Long Phước, Quận 9 1 Like reaction. Link https://goo.gl/maps/CJMhzfJXxVkLkHgVA by Unknown User --- [2023-06-10] Tuan Tran-CEO 6/10/2023 11:43 AM Kiếm các dự án ở khu Long Phước, Quận 9 1 Like reaction. Link https://goo.gl/maps/CJMhzfJXxVkLkHgVA by Unknown User Tuan Tran-CE"
BDS-MASTER-0411,ở vị trí khác nên phương án kinh doanh đưa lên không còn chính xác,missing_coordinates; missing_land_area; missing_legal; missing_planning,2025-09-23,,,[2025-09-23] Huy M - IM 9/23/2025 11:15 AM Translate Tuy nhiên lúc này tính cho fs lô B11 thì anh Cường có nhằm vị trí của Lô đất ở vị trí khác nên phương án kinh doanh đưa lên không còn chính xác. Lúc đó báo cáo cáo lại thì Sếp chốt thôi loại Lô B11 ra không nghiên cứu tiếp à. Check lại nha by Unknown User
BDS-MASTER-0412,12ha đủ lớn để có thể địn hướng triển khai tiện ích cảnh quan,missing_report_date; missing_coordinates; missing_legal; missing_planning,,,120.000 m² (~12.00 ha),"[] Dạ nếu tính theo ranh địa lý hành chính cũ thì khu vực này vẫn thuộc Hồ Chí Minh ạ Sở dĩ giá bán này là vì team cũng đã cân nhắc về quy mô dự án 12ha đủ lớn để có thể địn hướng triển khai tiện ích cảnh quan, mảng xanh, cải tạo công viên bờ kênh, xây thêm cầu kết nối, yếu tố thời gian và những ý tưởng về các tiện ích mà dự án có thể mang lại cho cư dân."
BDS-MASTER-0413,3047583976353865173,missing_coordinates; missing_land_area; missing_legal; missing_planning,2022-08-22,,,[2022-08-22] Trieu Nguyen-PTDT 8/22/2022 5:34 PM Video bãi biển Quy Hòa gần khu vực hầm chui của dự án 3047583976353865173.mp4 Loading... KĐT gửi anh Tuan Tran-CEO báo cáo dự án... by Thao L - INVT --- [2022-08-22] Trieu Nguyen-PTDT 8/22/2022 5:34 PM Video bãi biển Quy Hòa gần khu vực hầm chui của dự án 3047583976353865173.mp4 KĐT gửi anh Tuan Tran-CEO báo cáo dự án... by Thao L - INVT
BDS-MASTER-0414,35ha 1,missing_report_date; missing_coordinates; missing_legal; missing_planning,,,350.000 m² (~35.00 ha),[] Phòng xin gửi đính kèm hình hiện trạng khu đất. DAT RACH GIA.mp4 Vi tri va Ranh dat DA 35ha 1.pdf DAT RACH GIA 1.mp4 Add a vào group Hội AN Riverside cái by Admin 01
BDS-MASTER-0415,AN TON,missing_report_date; missing_coordinates; missing_land_area; missing_legal; missing_planning,,,,[] Phòng xin gửi đính kèm báo cáo đầu tư của phòng ĐT và báo cáo đề xuất giá của phòng R&D. Trân trọng. 13042026_R&D_PA de xuat chi tiet KDC Doi An Ton (1) 1.pdf BANG TONG HOP 2 PHUONG AN - DA AN TON.pdf 23042026 BC DAU TU KDC AN TON.pdf Mai 15h báo anh này by Admin 01
BDS-MASTER-0416,Aeon Mall hơn 6,missing_coordinates; missing_land_area; missing_legal; missing_planning,2025-04-11,,,[2025-04-11] Huy M - IM 4/11/2025 5:03 PM https://vnexpress.net/dong-nai-khoi-cong-du-an-aeon-mall-hon-6-000-ty-dong-4837704.html Đồng Nai khởi công dự án Aeon Mall hơn 6.000 tỷ đồng Trung tâm thương mại Aeon Mall Biên Hòa khởi công sáng nay giữa trung tâm cù lao Hiệp Hòa với vốn đầu tư hơn 6.000 tỷ đồng. vnexpress.net Link https://znews.vn/hien-trang-khu-dat-su... by Huy M - IM
BDS-MASTER-0417,Aqua thì hiện nay Nova đang dừng triển khai ở dự án này,missing_coordinates; missing_land_area; missing_legal; missing_planning,2023-06-03,,,"[2023-06-03] Huy M - IM 6/3/2023 11:30 AM Hôm qua team đã đi khảo sát thị trường 2 khu vực. Đối với khu Swanbay mình đang chờ môi giới gửi và tổng hợp lại. Đối với dự án Aqua thì hiện nay Nova đang dừng triển khai ở dự án này, cuối tháng rồi cũng có các vụ biểu tình của khách hàng dưới này nên hiện tại dự án Aqua không còn môi giới và cũng đang hạn chế đi lại. Team đang liên hệ thêm các môi giới để lấy thông tin à. Trước đây team cũng có giá thị trường của 2... by Huy M - IM"
BDS-MASTER-0418,Cát Lái,missing_report_date; missing_coordinates; missing_land_area; missing_planning,,,,"[] P.ĐT cập nhật sếp Admin 01thông tin pháp lý dự án Cát Lái. Qua làm việc với Sở Xây dựng, Anh Minh PLDA cũng đã có thu thập được thêm Báo cáo nghiên cứu khả thi và thông báo miễn GPXD cấp ngày 12/12/2025 cho dự án Thời gian tới, anh Minh sẽ tiếp tục làm việc với Sở NNMT để xác minh thông tin số tiền 120 tỷ LUR ạ 251212-CV-19745-SXD miễn GPXD.pdf 2025.11.26 công văn 17448 thẩm định BCNCKT.pdf"
BDS-MASTER-0419,Felecia,missing_coordinates; missing_land_area; missing_legal; missing_planning,2025-06-28,,,"[2025-06-28] Thao L - INVT 6/28/2025 5:17 PM K.ĐT báo cáo anh Mr Mike1 -CEO về dự án Felecia, Đà Nẵng với phương án 100% là Vốn chủ… Ebitda ở đay là số như thế nào EBITDA được tính bằng cách lấy tổng doanh t... by Thao L - INVT"
