curated_id,project_name,entity_type,entity_valid_for_project_map,entity_classification_note,source_excerpt
BDS-CURATED-0115,có tỷ lệ LNTT/TMDT đạt hiệu quả nhưng không đạt hiệu quả về chỉ tiêu IRR,reference_or_narrative,no,"Tên lấy từ câu mô tả vị trí/nội dung, không phải tên dự án","[2024-12-16] Huy M - IM 12/16/2024 5:49 PM Translate 8) Hiệu quả tài chính: • Lợi nhuận trước thuế/TMĐT: 24.1% • NPV chủ đầu tư: (20,637) • IRR chủ đầu tư: 11.68% 9) Kết luận: Dự án có tỷ lệ LNTT/TMDT đạt hiệu quả nhưng không đạt hiệu quả về chỉ tiêu IRR, NPV 10) Đề xuất: • Thị trường huyện Vĩnh Tường và Yên Lạc chưa phù hợp với việc phát triển trung tâm thương mại dịch vụ vì nhu cầu thị trường thấp, tính thanh khoản kém. Để dự án đạt hiệu quả hơn, K.ĐT đề xuất chuyển toàn bộ (hoặc đa phần) đất TMDV sang đất ở để tạo tính thanh khoản cao và phù hợp nhu cầu thị trường thực tế. Link vị trí: https://goo.gl/maps/eqfdgJBc7XT7VhAW8 Link hồ sơ: 50ha Vĩnh Phúc - OneDrive (sharepoint.com) Google Maps Tìm kiếm các doanh nghiệp địa phương, xem bản đồ và tìm chỉ đường trên Google Maps. goo.gl Image Vị trí dự án 50ha và vị trí dự án ... by Huy M - IM"
BDS-CURATED-0249,nghỉ dưỡng nghìn tỷ bà Trương Mỹ Lan từng thâu tóm Ngân hàng TMCP Công Thương Việt Nam - Chi nhánh Thủ Thiêm (,reference_or_narrative,no,"Tên lấy từ câu mô tả vị trí/nội dung, không phải tên dự án","[2024-06-02] Tuan Tran-CEO 6/2/2024 9:25 AM https://m.cafebiz.vn/ngan-hang-rao-ban-du-an-nghi-duong-nghin-ty-ba-truong-my-lan-tung-thau-tom-176240601115633272.chn?fbclid=IwZXh0bgNhZW0CMTEAAR0gCq068odDwfaVarWXMrVzKJsb5N8mA7iQBstez2vOEGsFuEzu6c2XlSg_aem_AcxQFSkDhP9A9hf7e1nWIyBRpzUs6iL9wF0qP3p0ABLJ4FzSDldhLOZLzi9adCYt-RhJ7elval4J1vy0KIB-0uoU Ngân hàng rao bán dự án nghỉ dưỡng nghìn tỷ bà Trương Mỹ Lan từng thâu tóm Ngân hàng TMCP Công Thương Việt Nam - Chi nhánh Thủ Thiêm (VietinBank Thủ Thiêm) vừa thông tin về việc tìm đơn vị bán đấu giá khoản nợ của Công ty Cổ phần Greenhill Village - doanh nghiệp thực hiệ... m.cafebiz.vn Dự án này trước họ rao 900ty đúng ko mng. L... by Unknown User

---

[2024-06-02] Tuan Tran-CEO 6/2/2024 9:25 AM https://m.cafebiz.vn/ngan-hang-rao-ban-du-an-nghi-duong-nghin-ty-ba-truong-my-lan-tung-thau-tom-176240601115633272.chn?fbclid=IwZXh0bgNhZW0CMTEAAR0gCq068odDwfaVarWXMrVzKJsb5N8mA7iQBstez2vOEGsFuEzu6c2XlSg_aem_AcxQFSkDhP9A9hf7e1nWIyBRpzUs6iL9wF0qP3p0ABLJ4FzSDldhLOZLzi9adCYt-RhJ7elval4J1vy0KIB-0uoU Ngân hàng rao bán dự án nghỉ dưỡng nghìn tỷ bà Trương Mỹ Lan từng thâu tóm Ngân hàng TMCP Công Thương Việt Nam - Chi nhánh Thủ Thiêm (VietinBank Thủ Thiêm) vừa thông tin về việc tìm đơn vị bán đấu giá khoản nợ của Công ty Cổ phần Greenhill Village - doanh ng"
BDS-CURATED-0388,tại 02 Tây Thạnh,reference_or_narrative,no,"Tên lấy từ câu mô tả vị trí/nội dung, không phải tên dự án","[] P.ĐT xin báo cáo Sếp Admin 01 về cập nhật thêm thông tin khu đất tại 02 Tây Thạnh, Tân Phú như sau: Diện tích đất : 11.221,7 m², đất ở lâu dài, mục đích sử dụng là đất sản xuất kinh doanh. Vị trí: Mặt tiền đường Tây Thạnh (dài khoảng 65m, lòng đường 16m, vỉa hè mỗi bên 8m). Nằm trong bán kính TOD metro số 2 (chưa xác định chính xác có thuộc ranh đền bù của dự án TOD). Cập nhật sang tên cá nhân ông Phạm Công Danh từ ngày 13/06/2006. Hiện Sacombank đang rao đấu giá xử lý nợ. Lịch sử các lần đưa ra đấu giá không thành: Cuối 2023 - Giữa 2024: Mức giá 508,56 tỷ đồng. Tháng 09/2024: Hạ xuống 483,13 tỷ đồng (giảm hơn 25 tỷ) Nửa đầu năm 2025 đến 2026: Đại hạ giá xuống mức 410 tỷ đồng (đơn giá đất khoảng 36,5 triệu/m²). Các rủi ro tiềm ẩn và hiện hữu đối với khu đất : Bẫy thuế TNCN và thủ tục hành chính: Quy chế đấu giá của Sacombank đẩy toàn bộ nghĩa vụ thuế chuyển nhượng (2% trên giá trị trúng đấu giá) sang cho người mua. Hồ sơ thuế yêu cầu chữ ký chính chủ, trong khi ông Phạm Công Danh đang thụ án tù, tạo ra điểm nghẽn hành chính giữa các cơ quan tư pháp => Khó có đất sạch sau khi bỏ tiền ra mua đất giá. Tranh chấp quyền sử dụng mặt bằng: Khu đất do Chi nhánh Công ty TNHH Tập đoàn Thái T

---

[] P.ĐT xin báo cáo Sếp Admin 01 về cập nhật thêm thông tin khu đất tại 02 Tây Thạnh, Tân Phú như sau: Diện tích đất : 11.221,7 m², đất ở lâu dài, mục đích sử dụng là đất sản xuất kinh doanh. Vị trí: Mặt tiền đường Tây Thạnh (dài khoảng 65m, lòng đường 16m, vỉa hè mỗi bên 8m). Nằm trong bán kính TOD metro số 2 (chưa xác định chính xác có thuộc ranh đền bù của dự án TOD). Cập nhật sang tên cá nhân ông Phạm Công Danh từ ngày 13/06/2006. Hiện Sacombank"
BDS-CURATED-0466,tiêu biểu và đang book lịch đi khảo sát thực tế thị trường về giá bán,reference_or_narrative,no,"Tên lấy từ câu mô tả vị trí/nội dung, không phải tên dự án","[] Dạ hiện P.ĐT và P.RD đã chốt các dự án tiêu biểu và đang book lịch đi khảo sát thực tế thị trường về giá bán, tỷ lệ lắp đầy, dịch vụ, tiện ích và phối kết hợp với phòng QH và QS để rà soát lại tỷ lệ thương phẩm, khối lượng và chi phí xây dựng ạ Check thêm về phía Long AN, bình dương nữa by Admin 01"
BDS-CURATED-0274,12ha đủ lớn để có thể địn hướng triển khai tiện ích cảnh quan,reference_or_narrative,no,"Tên lấy từ câu mô tả vị trí/nội dung, không phải tên dự án","[] Dạ nếu tính theo ranh địa lý hành chính cũ thì khu vực này vẫn thuộc Hồ Chí Minh ạ Sở dĩ giá bán này là vì team cũng đã cân nhắc về quy mô dự án 12ha đủ lớn để có thể địn hướng triển khai tiện ích cảnh quan, mảng xanh, cải tạo công viên bờ kênh, xây thêm cầu kết nối, yếu tố thời gian và những ý tưởng về các tiện ích mà dự án có thể mang lại cho cư dân."
BDS-CURATED-0381,NOXH đang đánh giá khoảng 15Km Trên dưới 20 Triệu/m2 Giá đất UBND MT đường DT742 5 Triệu/m2 Theo Tổng mức đầu,reference_or_narrative,no,"Tên lấy từ câu mô tả vị trí/nội dung, không phải tên dự án","[] P.ĐT khảo sát giá thị trường các sản phẩm xung quanh có thông tin như sau: Hạng Mục Đơn giá Giá đất ở ngoài KCN Vsip II 10 Triệu/m2 - 15 Triệu/m2 Giá đất KDC trong KCN Vsip II Trên dưới 15 Tr/m2 Giá căn hộ Tecco Felice (NOTM) Gần trung tâm Tp Tân Uyên, cách dự án NOXH đang đánh giá khoảng 15Km Trên dưới 20 Triệu/m2 Giá đất UBND MT đường DT742 5 Triệu/m2 Theo Tổng mức đầu tư ước tính từ suất vốn đầu tư của Bộ xây dựng để tính toán giá bán căn hộ nhà xã hội hiện nay, P.ĐT đánh giá: Giá căn hộ NOXH ước tính khoảng 23 Triệu/m2 - 25 Triệu/ m2 cao hơn 50%-60% giá đất ở KDC xung quanh dự án. Giá bán căn hộ NOXH gần tương đương với mức giá căn hộ Tecco Felice (NOTM) tại Tp.Tân Uyên. => Do đó, sản phẩm NOXH cho dự án đang đánh giá thực hiện là KHÔNG khả thi. KẾT LUẬN: Với các nội dung đánh giá và phân tích, P.ĐT đề xuất KHÔNG tiếp tục nghiên cứu 2 dự án trên. NOXH TÂN NHỰT, BÌNH CHÁNH - Google マイマップ NOXH TÂN NHỰT, BÌNH CHÁNH www.google.com Giá khu 2 này tính ra nhiu 1m by Unknown User"
BDS-CURATED-0445,của mình sẽ thực hiện đồng bộ theo hạ tầng của tỉnh Vậy cầu này làm để kết nói đường bộ ven biể,reference_or_narrative,no,"Tên lấy từ câu mô tả vị trí/nội dung, không phải tên dự án",[2023-04-26] Huy M - IM 4/26/2023 10:11 AM Tiến độ triển khai dự án của mình sẽ thực hiện đồng bộ theo hạ tầng của tỉnh Vậy cầu này làm để kết nói đường bộ ven biể... by Unknown User
BDS-CURATED-0237,chung cư nhiều nhưng số lượng dự án và thị trường thì thấy Đà Nẵng có vẻ sôi động hơn à Nhưng condotel ở Đà Nẵ,reference_or_narrative,no,"Tên lấy từ câu mô tả vị trí/nội dung, không phải tên dự án",[2024-10-25] Huy M - IM 10/25/2024 10:42 AM Translate Nha Trang thời gian vừa rồi mình cũng không nghiên cứu dự án chung cư nhiều nhưng số lượng dự án và thị trường thì thấy Đà Nẵng có vẻ sôi động hơn à Nhưng condotel ở Đà Nẵng thì giờ đang khá x... by Huy M - IM
BDS-CURATED-0222,trước năm 2024 đúng thật là thấy giá chung cư của HN thấy thấp hơn SG nếu nhìn vị trí có tính tương đương,reference_or_narrative,no,"Tên lấy từ câu mô tả vị trí/nội dung, không phải tên dự án",[2024-12-07] Huy M - IM 12/7/2024 1:56 PM Translate Mấy đợt đi HN khảo sát dự án trước năm 2024 đúng thật là thấy giá chung cư của HN thấy thấp hơn SG nếu nhìn vị trí có tính tương đương. Nay giá lại vượt SG. Vẫn còn 1 sản phẩm ở HN thấy giá thấp hơn HCM nữa là giá thuê Văn Phòng. Ko biết sắp tới có bị làn sóng đẩy lên ko.
BDS-CURATED-0247,lớn và có quy mô tương tự dự án Nghiên cứu (Dự án – Hùng Thắng 1,reference_or_narrative,no,"Tên lấy từ câu mô tả vị trí/nội dung, không phải tên dự án","[2022-10-01] Huy M - IM 10/1/2022 9:26 AM KĐT gửi CEO Tuan Tran-CEO kế hoạch đi khảo sát thị trường Quảng Ninh chi tiết như sau: Mục tiêu: Khảo sát thị trường Quảng Ninh, các dự án lớn và có quy mô tương tự dự án Nghiên cứu (Dự án – Hùng Thắng 1.7 ha) Thời gian: Ngày 3 – 5/11/2022 Nhân sự: Võ Bình – GĐ KĐT Mai Huy – TP ĐT Nguyễn Thanh Sơn - TP R&D Văn Đình Sơn – Trợ lý TGĐ KĐT trình CEO xét duyệt để triển khai các công tác liên quan. Ok by Unknown User"
BDS-CURATED-0228,=> Nên chưa đánh giá hiệu quả dự án theo yếu tố dòng tiền ** Link Drive,reference_or_narrative,no,"Tên lấy từ câu mô tả vị trí/nội dung, không phải tên dự án",[] Báo cáo này không đánh giá chi phí đầu vào bao gồm chi phí duy tu sửa chữa vì khách sạn đã không hoạt động trong giai đoạn dịch và chi phí mua dự án => Nên chưa đánh giá hiệu quả dự án theo yếu tố dòng tiền ** Link Drive: Dự án Regalia - OneDrive (sharepoint.com) ** Nguồn thông tin: chị Ngoc Vo-TL-TGD
BDS-CURATED-0245,hiện tại mình đang vận hành để xem thử mình có chi phí nào khác cần bổ sung không à,reference_or_narrative,no,"Tên lấy từ câu mô tả vị trí/nội dung, không phải tên dự án",[2025-04-08] Unknown User 4/8/2025 7:37 PM Hana Anh xin trao đổi thêm với chỗ chị Hana về giữa chỗ tỷ lệ GOP về tới EBITDA đối với các dự án hiện tại mình đang vận hành để xem thử mình có chi phí nào khác cần bổ sung không à. Đợt trước anh có xem thì thấy có dự án chênh lệch lớn nhưng cũng có cái chênh lệch nhỏ nên cũng chưa rõ bên mình có đặc thù gì khác ko à. Ok by Unknown User
BDS-CURATED-0296,thông qua đấu thầu nên khả năng cao chỉ thực hiện được chuyển nhượng thông qua hình thức mua cổ phần nên,reference_or_narrative,no,"Tên lấy từ câu mô tả vị trí/nội dung, không phải tên dự án","[2025-06-26] Unknown User 6/26/2025 5:11 PM Ủa ổn quá kìa. Ủa mình mua lại vậy đc tính vào chi phí ko Vì NOXH là hình thức cũng đặc thù và dự án thông qua đấu thầu nên khả năng cao chỉ thực hiện được chuyển nhượng thông qua hình thức mua cổ phần nên chi phí sẽ không được tính à P.Đầu tư gởi thêm hồ sơ mời quan tâm của 2 ... by Khoa L - INVT, has attachments.

---

[2025-06-26] Unknown User 6/26/2025 5:11 PM Ủa ổn quá kìa. Ủa mình mua lại vậy đc tính vào chi phí ko Vì NOXH là hình thức cũng đặc thù và dự án thông qua đấu thầu nên khả năng cao chỉ thực hiện được chuyển nhượng thông qua hình thức mua cổ phần nên chi phí sẽ không được tính à P.Đầu tư gởi thêm hồ sơ mời quan tâm của 2 ... by K

---

[2025-06-26] Unknown User 6/26/2025 5:11 PM Ủa ổn quá kìa. Ủa mình mua lại vậy đc tính vào chi phí ko Vì NOXH là hình thức cũng đặc thù và dự án thông qua đấu thầu nên khả năng cao chỉ thực hiện được chuyển nhượng thông qua hình thức mua cổ phần nên"
BDS-CURATED-0278,Khu nhà ở công nhân và chuyên gia tại xã Nhơn Trạch của Công ty TNHH Vạn Phúc,reference_or_narrative,no,"Tên lấy từ câu mô tả vị trí/nội dung, không phải tên dự án","[] P.ĐT báo cáo Sếp Mr Mike1 -CEO về Dự án Khu nhà ở công nhân và chuyên gia tại xã Nhơn Trạch của Công ty TNHH Vạn Phúc như sau: I. ĐÁNH GIÁ THÔNG TIN CHUNG DỰ ÁN Vị trí: Đường Ngô Gia Tự, Xã Nhơn Trạch, Tỉnh Đồng Nai Tọa độ google map: 10.721592, 106.892393"
BDS-CURATED-0280,Phượng Hoàng theo Chính sá… Vậy chốt PkD phương án này đi Ok Sếp,reference_or_narrative,no,"Tên lấy từ câu mô tả vị trí/nội dung, không phải tên dự án",[2025-09-10] Thao L - INVT 9/10/2025 12:08 PM K.ĐT báo cáo anh Mr Mike1 -CEO cập nhật hiệu quả đầu tư dự án Phượng Hoàng theo Chính sá… Vậy chốt PkD phương án này đi Ok Sếp. Anh sẽ báo lại A Cường. by Huy M - IM
BDS-CURATED-0239,chợ lớn có khi phải điều chỉnh ranh Dự án Chợ Lớn đang làm quy hoạch anh Tài đã có cập nhật ranh Metro vào rồi,reference_or_narrative,no,"Tên lấy từ câu mô tả vị trí/nội dung, không phải tên dự án",[2024-11-25] Unknown User 11/25/2024 4:30 PM Làm nổi thì chắc dự án chợ lớn có khi phải điều chỉnh ranh Dự án Chợ Lớn đang làm quy hoạch anh Tài đã có cập nhật ranh Metro vào rồi à image by Huy M - IM
BDS-CURATED-0297,thương hiệu Trump đầu tiên tại Việt Nam - Tuổi Trẻ Online Chiều 21-5,reference_or_narrative,no,"Tên lấy từ câu mô tả vị trí/nội dung, không phải tên dự án","[2025-05-25] Huy M - IM 5/25/2025 4:39 PM https://tuoitre.vn/thu-tuong-cung-ong-eric-khoi-cong-du-an-thuong-hieu-trump-dau-tien-tai-viet-nam-20250521175920379.htm Thủ tướng cùng ông Eric khởi công dự án thương hiệu Trump đầu tiên tại Việt Nam - Tuổi Trẻ Online Chiều 21-5, Thủ tướng Phạm Minh Chính dự lễ khởi công dự án khu phức hợp đô thị, du lịch sinh thái và sân golf Khoái Châu (dự án Trump International Hưng Yên). tuoitre.vn Image by Huy M - IM"
BDS-CURATED-0269,được tính bằng cách lấy tổng doanh thu trừ các chi phí vận hành trực tiếp (như chi phí phòng,reference_or_narrative,no,"Tên lấy từ câu mô tả vị trí/nội dung, không phải tên dự án","[2025-06-29] Thao L - INVT 6/29/2025 4:35 PM EBITDA được tính bằng cách lấy tổng doanh thu trừ các chi phí vận hành trực tiếp (như chi phí phòng, F&B, điện, nước…) để ra GOP (47% - tỷ lệ Mr. David đề xuất). Từ GOP, tiếp tục trừ chi phí quản lý, chi phí khác… (chiếm khoảng 8% - tỷ lệ"
BDS-CURATED-0243,của Novaland được tháo gỡ liên quan đến Waterbay và Lakeview theo NQ 170 của Quốc Hội Liên quan đến vấn đề giả,reference_or_narrative,no,"Tên lấy từ câu mô tả vị trí/nội dung, không phải tên dự án",[2025-02-28] Huy M - IM 2/28/2025 11:55 AM Translate Thực hiện chỉ đạo của CEO trong công tác đào tạo nội bộ. P.ĐT sáng nay có thực hiện trao đổi về case của 2 Dự án của Novaland được tháo gỡ liên quan đến Waterbay và Lakeview theo NQ 170 của Quốc Hội Liên quan đến vấn đề giải quyết vướng mắc c... by Huy M - IM
BDS-CURATED-0310,thì cách tiếp cận sẽ khác so với các PA ban đầu,reference_or_narrative,no,"Tên lấy từ câu mô tả vị trí/nội dung, không phải tên dự án","[] Thao L - INVT 6/2 4:17 PM Edited Translate Với mục đích rao bán toàn dự án thì cách tiếp cận sẽ khác so với các PA ban đầu, P.ĐT sẽ kết hợp P.RD đang nghiên cứu thị trường để phù hợp hơn Sau khi có báo cáo của RD, P.ĐT sẽ tính toán và báo lại liền ạ"
