chunk_id,source_file,report_date,report_datetime_raw,sender,name_hint,excerpt
898,batch_917.txt,,,,Ngọc Hồi Thanh Trì,"Báo cáo dự án Ngọc Hồi Thanh Trì.pdf 20°56'26.9""N 105°50'35.0""E · Văn Điển, Van Dien, タインチ県 ハノイ ベトナム Văn Điển, Van Dien, タインチ県 ハノイ ベトナム goo.gl"
899,batch_917.txt,2022-08-30,8/30/2022 6:29 PM,Trieu Nguyen-PTDT,Suối Nhum với giá 1180 tỷ theo hình thức chuyển nhượng 100% cổ phần cty với hiện trạng có,Trieu Nguyen-PTDT 8/30/2022 6:29 PM Edited KĐT gửi anh Tuan Tran-CEO: Phía đối tác chào bán lại dự án Suối Nhum với giá 1180 tỷ theo hình thức chuyển nhượng 100% cổ phần cty với hiện trạng có Quy hoạch mới dự kiến được điều chịnh như sau: Kết quả bảng tính theo quy hoạch mới có IRR là 23.4% (đã dự tính đóng thêm tiền sử dụng đất được miển giảm 20% theo Bảng giá đất năm 2013 là 25 tỷ) => KĐT đề xuất xúc tiến làm việc với đối tác để nhận chuyển nhượng công ty sở hữu dự án
900,batch_917.txt,2022-09-06,9/6/2022 10:34 AM,Trieu Nguyen-PTDT,có 1 mặt tiền đường Song Hành rộng khoảng 110m của đường Xa lộ Hà Nội,"Trieu Nguyen-PTDT 9/6/2022 10:34 AM Edited KĐT gửi anh Tuan Tran-CEO báo cáo dự án 2.6ha tại mặt tiền đường Song Hành XLHN, Thủ Đức có giá chào 1250 tỷ (48tr.đồng/m2 đất), cụ thể: Vị trí và hiện trạng: Dự án có 1 mặt tiền đường Song Hành rộng khoảng 110m của đường Xa lộ Hà Nội, và 1 mặt tiền đường Linh Trung rộng khoảng 200m tại P.Linh Trung, Thủ Đức, TPHCM Dự án nằm cách điểm lên ga Metro khoảng 500m, cách cầu Sài Gòn khoảng 10km, cách đường Nguyễn Huệ, Q1 khoảng 15km Hiện trạng có 1 căn biệt thự nằm trong khuôn viên dự án, nằm gần các trụ điện cao thế Pháp lý đất: Chưa được cấp GCNQSDĐ nhưng đã có quyết định giao đất, có cho phép chuyển mục đích sử dụng đất sang dự án chung cư và đã hoàn tất nghĩa vụ tài chính. Trong đó: + Đất ở: 9227m2 giao đất có thu tiền sử dụng đất, thời hạn lâu dài "
901,batch_917.txt,,,,,"Báo cáo DA 2.6ha đường Song Hành, XLHN.pdf 10°51'25.1""N 106°47'00.8""E · 302, Đường Linh Trung, Phường Linh Trung, Quận Thủ Đức, Thành Phố Hồ Chí Minh, Phường Linh Trung, Thủ Đức, Thành phố Hồ Chí Minh, Vietnam 302, Đường Linh Trung, Phường Linh Trung, Quận Thủ Đức, Thành Phố Hồ Chí Minh, Phường Linh Trung, Thủ Đức, Thành phố Hồ Chí Minh, Vietnam goo.gl Hình ảnh khảo sát 2.6ha Song Hành XLHN, Thủ... by Unknown User, has an attachment."
902,batch_917.txt,2022-09-06,9/6/2022 10:51 AM,Trieu Nguyen-PTDT,,"Trieu Nguyen-PTDT 9/6/2022 10:51 AM Hình ảnh khảo sát 2.6ha Song Hành XLHN, Thủ Đức Hình ảnh khảo sát 2.6ha Song Hành XLHN, Thủ Đức.pdf Link HINH ANH DU AN - OneDrive (sharepoint.... by Unknown User"
903,batch_917.txt,2022-09-06,9/6/2022 10:53 AM,Trieu Nguyen-PTDT,,"Trieu Nguyen-PTDT 9/6/2022 10:53 AM HINH ANH DU AN - OneDrive (sharepoint.com) KĐT gửi anh Tuan Tran-CEO báo cáo dự án... by Unknown User, has an attachment."
904,batch_917.txt,2022-09-06,9/6/2022 12:09 PM,Trieu Nguyen-PTDT,có 2 mặt tiền đường Thuận An Hóa rộng khoảng 60m,"Trieu Nguyen-PTDT 9/6/2022 12:09 PM KĐT gửi anh Tuan Tran-CEO báo cáo dự án 1.2ha tại đường Thuận An Hóa, Thuận An, Bình Dương có giá chào 240 tỷ (18.575 tr.đồng/m2 đất), cụ thể: Vị trí và hiện trạng: Dự án có 2 mặt tiền đường Thuận An Hóa rộng khoảng 60m, và mặt tiền đường An Phú 11 rộng khoảng 175m Nằm cách đường Mỹ Phước – Tân Vạn khoảng 80m, cách Quốc lộ 13 khoảng 3.5km, cách địa phận TPHCM khoảng 10km, cách trung tâm TPHCM khoảng 25km, cách sân bay Tân Sơn Nhất khoảng 25km Xung quanh có nhiều nhà máy, KCN VSIP 1 và gần khu dân cư hiện hữu Pháp lý đất: Đã có GCNQSDĐ cá nhân đứng tên: 12705m2 đất hàng năm khác, thời hạn đến 2018 và 2020 Pháp lý đầu tư: Chưa có Pháp lý quy hoạch: QHSDĐ: Số tờ 80, thửa 35 có diện tích 13145.7m2 bao gồm 711.8m2 đất giao thông và 12433.9m2 đất ODT (Nguồn: h"
905,batch_917.txt,,,,cần kiểm tra lại QH 1,Phòng Pháp lý dự án cần kiểm tra lại QH 1.2000 mới nhất xem có khả năng phù hợp là dự án chung cư theo các tiêu chí quy hoạch giả định và xin được dân số 2685 người
906,batch_917.txt,,,,cần kiểm tra xem có chuyển lên thổ cư để thực hiện dự án chung cư được hay không,"Phòng Pháp lý dự án cần kiểm tra xem có chuyển lên thổ cư để thực hiện dự án chung cư được hay không, và nêu rõ quy trình thực hiện dự án Phía đối tác chào bán hiện trạng - Nguồn: Mr. Nhựt - Link Map: https://goo.gl/maps/C86NnDNwQKH22Bek9- Link OneDrive: Dự án 1.2ha đường Thuận An Hòa, P. An Phú - OneDrive (sharepoint.com)"
907,batch_917.txt,2022-09-06,9/6/2022 4:51 PM,Thao L - INVT,Toàn Thịnh Phát tại Bãi Trường,"Thao L - INVT 9/6/2022 4:51 PM K.ĐT báo cáo anh Tuan Tran-CEO về dự án Toàn Thịnh Phát tại Bãi Trường, Dương Tơ, Phú Quốc. Thông tin: Dự án có quy mô 15.6ha với giá chào chuyển nhượng là 1.300tỷ. Vị trí: Dự án nằm phía cuối Bãi Trường, có phần biển dài khoảng 350m, tiếp giáp đường Trần Hưng Đạo, cách dự án MeyHomes khoảng 1,5km Pháp lý dự án: Pháp lý đất: Trả tiền thuê đất cho 8,5ha đất TMDV có thời hạn đến năm 2064 trong đó: 1,4ha trả tiền thuê đất một lần và 7.4ha trả tiền thuê đất hằng năm. 7,1ha phần còn lại được quy hoạch giao thông, cây xanh ngoại khu và được miễn tiền thuê đất, phần này sẽ bàn giao lại cho Nhà nước. Kèm quyết định cho thuê đất và hợp đồng thuê đất tương ứng với 8.5ha, bảng trích đo các thửa đất. Pháp lý đầu tư: Giấy chứng nhận đăng kí đầu tư KDL Toàn Thịnh Phát. Mục"
908,batch_917.txt,2022-09-06,9/6/2022 4:52 PM,Thao L - INVT,,"Thao L - INVT 9/6/2022 4:52 PM Phương án kinh doanh và sản phẩm triển khai: Tiền sử dụng đất: K.ĐT đang tính toán phương án trả tiền thuê đất một lần cho toàn bộ diện tích khuôn viên các thương phẩm là 5.6ha (hiện tại đối tác đã đóng tiền thuê đất một lần cho 1.4ha), vì thế K.ĐT tạm tính phần trả tiền thuê đất một lần đóng thêm là 4.2ha tương đương 200tỷ (~4.7tr/m2) Và phần diện tích cây xanh cảnh quan nội khu còn lại là 3.2ha sẽ đóng tiền thuê đất hằng năm, tổng 671tỷ (đến 2064, chia từng năm đóng, miễn giảm 15 năm đầu dự án) Các loại hình sản phẩm phát triển: Khách sạn: 938 phòng, diện tích phòng trung bình: 35m2/phòng Biệt thự phía trong: 28 căn, diện tích đất trung bình: 413m2đất/căn, xây dựng từ 3-5 tầng, DTSXD trung bình: 595m2 sàn/căn Biệt thự phía trong: 8 căn, diện tích đất trung "
909,batch_917.txt,2022-09-06,9/6/2022 4:52 PM,Thao L - INVT,cơ bản đạt hiệu quả tài chính,"Thao L - INVT 9/6/2022 4:52 PM Hiệu quả tài chính: IRR = 14,72% và NPV = 698,475. Độ nhạy dự án: Kết luận: Dự án cơ bản đạt hiệu quả tài chính, K.ĐT đề xuất xúc tiến và đàm phán giá nhận chuyển nhượng để dự án đạt hiệu quả tốt hơn. Ghi chú: - Hiện tại yếu tố pháp lý liên quan đến việc “bán” sản phẩm nghỉ dưỡng vẫn chưa được pháp luật quy định rõ ràng (không đúng với mục tiêu của chủ trương đầu tư là chủ đầu tư phải vận hành). - Về quy hoạch: Ngày 23/06/2022, Thủ tướng Chính phủ có Quyết định số 767/QĐ-TTg phê duyệt Nhiệm vụ Quy hoạch chung thành phố Phú Quốc, tỉnh Kiên Giang đến năm 2040. Trên cơ sở đó, tỉnh đang tiến hành lập đồ án QH chung trình Thủ tướng xem xét, phê phê duyệt, dự kiến công tác này hoàn thành trong năm 2023, các chỉ tiêu QH phê duyệt dự kiến sẽ tăng cao hơn so với hiện "
910,batch_917.txt,2022-09-07,9/7/2022 2:19 PM,Trieu Nguyen-PTDT,Đông Trung tại Thuận An,"Trieu Nguyen-PTDT 9/7/2022 2:19 PM Edited KĐT đang phối hợp với team Chi Phí đi khảo sát Dự án Đông Trung tại Thuận An, Bình Dương vào ngày mai (08/09/2022) Anh Tuan Tran-CEO đồng ý duyệt để em sắp xếp 2 team đi khảo sát và tiến hành tính toán phương án phát triển cho dự án này nhé Ok e by Unknown User"
911,batch_917.txt,2022-09-12,9/12/2022 10:38 AM,Huy M - IM,Đà Nẵng,"Huy M - IM 9/12/2022 10:38 AM Liên quan đến công tác xây dựng chiến lược cho cụm dự án Đà Nẵng, để tổng hợp thông tin các dự án của BeeGroup tại Đà Nẵng chuẩn bị cho công tác xây dựng chiến lược, K.ĐT đã phối hợp với Ms Ngọc để lên list tổng hợp (hiện trạng có 12 dự án), tuy nhiên các thông tin, hồ sơ dự án….chi tiết vẫn chưa đầy đủ. K.ĐT báo cáo CEO - Tuan Tran-CEO xét duyệt đồng ý để K.ĐT phối hợp với các phòng ban liên quan để tổng hợp các hồ sơ còn thiếu của các dự án và triển khai các công tác tiếp theo. Message by Huy M - IM, has an attachment."
912,batch_917.txt,2022-09-15,9/15/2022 11:47 AM,Huy M - IM,này image by Huy M - IM,Huy M - IM 9/15/2022 11:47 AM Hiện tại theo các thông tin mình tìm kiếm trên mạng thì chưa có vị trí cụ thể của khu đất này image by Huy M - IM
913,batch_917.txt,2022-09-15,9/15/2022 11:48 AM,Huy M - IM,,Huy M - IM 9/15/2022 11:48 AM Qua đối chiếu 1 vài quy hoạch thì có khả năng là 2 khu ô màu vàng có chức năng hỗn hợp nhé Tuấn ok a by Unknown User
914,batch_917.txt,2022-08-26,8/26/2022 2:10 PM,Unknown User,Vì 2 vấn đề trên,"Unknown User 8/26/2022 2:10 PM Dear anh Tuan Tran-CEO, Anh Binh Vo-GD-PTDT và Mi đã gặp bên chào bán là công ty Anh Tuấn để lấy thông tin sơ bộ 2 dự án 3.4ha và 3ha, thông tin cụ thể: A/ Dự án 3.4ha tại đường Nguyễn Hữu Thọ, Nhà Bè, TPHCM có giá chào 589 tỷ (17tr/m2 đất): 1. Vị trí và hiện trạng: 📄 … KĐT gửi anh Tuan Tran-CEO báo cáo cập nhật tình hình nghiên cứu quỹ đất 3.4ha tại đường Nguyễn Hữu Thọ, Nhà Bè, nay bổ sung thêm diện tích đất có tổng quy mô 3.97ha, giá chào bán 17tr/m2 đất tương đương 675.3 tỷ đồng, cụ thể: 1. Vị trí và hiện trạng: Sau khi nghiên cứu sâu bản vẽ hiện trạng và ranh đất theo sổ được chào bán ban đầu (3.4ha) thì quỹ đất không có mặt tiền tiếp giáp đường Nguyễn Hữu Thọ, chỉ có mặt tiền rộng khoảng 80m tiếp giáp với đường nằm trong quy hoạch có lộ giới 40m cắt nga"
915,batch_917.txt,,,,chung cư trên quy đất này có thể theo 2 hướng,"Phòng pháp lý tư vấn để triển khai phát triển dự án chung cư trên quy đất này có thể theo 2 hướng: + Hướng 1 (muốn triển khai sớm): Vì QH 1/2000 đã quy định rõ quỹ đất này thuộc 1 phần ô đất I.04 có chức năng Khu nhà cao tầng có quy mô 46000m2, dân số 2448 người, 18-23 tầng cao, MĐXD 20%, HSSD 3.85-4.93 => BeeG cần phải mua thêm các thửa đất liền kề để sở hữu đủ phần đất thuộc ô I.04 thì mới có thể làm dự án hoặc tham gia đấu thầu dự án vì BeeG sở hữu lớn phần đất thuộc ô I.04 nên có khả năng trúng thầu cao hơn + Hướng 2 (triển khai trên quỹ đất hiện trạng, không cần mua thêm các thửa liền kề): Mua tích trữ quỹ đất chờ đến khi luật sửa đổi khi không cần phải có đất ở nhưng vẫn thực hiện được dự án vì phù hợp quy hoạch ở. 3. Sản phẩm phát triển thay đổi: + 1494 căn chung cư, DTKD 97086m2 có"
916,batch_917.txt,,,,,"Báo cáo tuần 36_ P.ĐT-K.ĐT_từ 12-17.09.2022.pdf 1 Heart reaction. KĐT gửi anh Tuan Tran-CEO báo cáo dự án... by Unknown User, has an attachment."
917,batch_917.txt,2022-09-19,9/19/2022 11:15 AM,Trieu Nguyen-PTDT,Chung cư Minh Ngọc tại đường CMT8,"Trieu Nguyen-PTDT 9/19/2022 11:15 AM KĐT gửi anh Tuan Tran-CEO báo cáo dự án Chung cư Minh Ngọc tại đường CMT8, P11, Q3, TPHCM có quy mô 7234m2 và giá chào 1200 tỷ đồng (tương đương 165.86tr/m2 đất) bao gồm tiền sử dụng đất và QH 1.500, cụ thể: Vị trí và hiện trạng: Dự án nằm tại Hẻm E6, đường CMT8, P11, Q3, có mặt tiền tiếp xúc với hẻm rộng khoảng 130m Nằm cách đường CMT8 khoảng 70m, cách vòng xoay Công trường Dân Chủ khoảng 2km, cách đường Nguyễn Huệ, Q1 khoảng 5.4km, thuận tiện đi về trung tâm Q1. Cách công viên Lê Thị Riêng và vị trí quy hoạch trạm metro số 2 khoảng 125m Phía sau dự án giáp ranh với nhà ga xe lửa Sài Gòn, dễ bị ảnh hưởng tiếng ồn Hiện trạng: Chưa xây dựng, trên đất có nhà xưởng betong, gạch cũ Pháp lý đất: Chưa được cung cấp Pháp lý đầu tư: Đã được phê duyệt dự án đầu "
918,batch_917.txt,,,,Minh Ngọc,"Báo cáo DA Minh Ngọc, CMT8, Q3.pdf 10°47'12.2""N 106°40'02.0""E · 588/c2 Đ. Cách Mạng Tháng 8, Phường 11, Quận 3, Thành phố Hồ Chí Minh 760000, Vietnam 588/c2 Đ. Cách Mạng Tháng 8, Phường 11, Quận 3, Thành phố Hồ Chí Minh 760000, Vietnam goo.gl"
919,batch_917.txt,2022-09-23,9/23/2022 5:58 PM,Thao L - INVT,Vương Bảo Long (kèm đánh giá pháp lý) *Hiện trạng,"Thao L - INVT 9/23/2022 5:58 PM Em gửi anh Tuan Tran-CEO báo cáo sơ bộ dự án Vương Bảo Long (kèm đánh giá pháp lý) *Hiện trạng: - Vị trí: Đường Bà Giang, An Bình, Dĩ An, Bình Dương. - Khu đất có 02 lối tiếp cận chính: + Đường Bà Giang - lối tiếp cận chính - bề rộng giáp đường rộng khoảng 16m. + Đường vào nghĩa trang - cập phía bên hông khu đất - bề rộng giáp đường rộng khoảng 245m. - Giáp phía sau khu đất là Nghĩa trang Hải Nam, và có mộ dân ở phía trước của khu đất, phía bên hông là kho bãi container. - Hiện khu đất đang là kho bãi container. - Pháp lý dự án: +Pháp lý đất: GCN quyền sử dụng đất cho 86.834,2m2, trong đó: . 3.420,2m2 là đất cở sở sản xuất phi nông nghiệp - trả tiền hằng năm đến 2057 (phần QH đường sắt), . 83.336,4m2 là đất cở sở sản xuất phi nông nghiệp - trả tiền một lần đ"
920,batch_917.txt,,,,Vương Bảo Long,Báo cáo sơ bộ dự án Vương Bảo Long..pdf personal > trieunguyenptdt_beegroup1_com 22.9.22 BC so bo ply du an Vuong Bao Long.docx personal > trieunguyenptdt_beegroup1_com
921,batch_917.txt,2022-09-26,9/26/2022 5:30 PM,Thao L - INVT,kết nối vào quỹ đất,"Thao L - INVT 9/26/2022 5:30 PM Em gửi anh Tuan Tran-CEO báo cáo quỹ đất 10,9ha Hiệp Hòa, Biên Hòa, Đồng Nai. Vị trí: Chưa có đường đủ điều kiện để làm dự án kết nối vào quỹ đất. Hiện trạng: Quỹ đất được chào có tổng diện tích 10,9ha trong đó: + 9,4ha là đất nông nghiệp được QH đa phần là đất ở có giá chào là 7,8tr/m2 (giá chào này bao gồm phần đất mở đường QH khi làm dự án). + Phần còn lại là rạch thuộc quản lý của Nhà nước. Pháp lý đất: + Hiện chỉ có bảng vẽ vị trí, ranh quỹ đất được chào. + Quỹ đất hiện là đất nông nghiệp, chưa có đất ở và có phần rạch thuộc quản lý của nhà nước xen kẽ => phải thông qua hình thức đấu thầu có sử dụng đất để làm dự án. + Để đấu thầu dự án, ranh dự án phải trọn ô chức năng. Theo QH SDĐ, ranh trọn ô chức năng (QH đất ở đô thị, ranh chấm đỏ chấm theo hình) c"
922,batch_917.txt,2022-09-26,9/26/2022 5:31 PM,Thao L - INVT,(giá bán quỹ đất bao gồm cam kết của đối tác sẽ hỗ trợ phần đất đi vào dự án) với chi phí,"Thao L - INVT 9/26/2022 5:31 PM Phương án tính toán: + Tiền chuyển mục đích sử dụng đất tạm tính là: 12tr/m2 cho phần đất thương phẩm (trừ NOXH, tính thoe phương pháp thặng dư, gấp 1.4 lần đơn giá nhà nước). + Khi đền bù giải phóng mặt bằng sẽ phải mua trọn thửa và có phần sẽ nằm ngoài ranh dự án. Tạm định giá đầu ra phần đất nông nghiệp nằm ngoài ranh dự án, được QH là đất ở với diện tích là 0,87ha với đơn giá là 14tr/m2. + Làm đường đi vào dự án (giá bán quỹ đất bao gồm cam kết của đối tác sẽ hỗ trợ phần đất đi vào dự án) với chi phí làm đường là 1tr/m2 cho 1,8ha diện tích làm đường. + Bảng cơ cấu đất: Hạng mục đất Diện tích đất (m2) Tỷ lệ đất (%) Đất ngoài ranh nghiên cứu 42,474.47 24.7% Đất cây xanh tập trung 5,512.00 3.2% Đất NN (QH đất ở hiện hữu chỉnh trang) 8,710.63 5.1% Đất giao t"
923,batch_917.txt,2022-09-26,9/26/2022 5:32 PM,Thao L - INVT,từ đường Đặng Văn Trơn và giá chào đã bao gồm phần đất này,"Thao L - INVT 9/26/2022 5:32 PM Edited Giá bán sản phẩm: (Dựa vào giá thị trường cơ sở hiện tại là 58tr/m2 đất vào năm 2022). + Đất ở thương mại: 77tr/m2 đất và 8,7tr/m2 sàn (2025-2026). + Đất ở nội khu: 70tr/m2 đất và 8,7tr/m2 sàn (2025-2026). + NOXH: 8.35tr/m2 sàn NOXH (2025-2026). + Tạm định giá đầu ra phần đất nông nghiệp (QH đất ở hiện hữu chỉnh trang): 14tr/m2 đất. Hiệu quả tài chính: Tỷ lệ LNTT/TMĐT: 15,5% với Lợi nhuận trước thuế là 559,5 tỷ đồng. Kết luận: + Để nhận chuyển nhượng quỹ đất với điều kiện tiên quyết là đối tác đã có sẵn phần đất QH đường kết nối vào dự án từ đường Đặng Văn Trơn và giá chào đã bao gồm phần đất này. + Để dự án đạt tỷ lệ LNTT/TMĐT là 20% khi tổng giá trị đền bù và chuyển nhượng đất là 1.249 tỷ cho tổng diện tích là 15,8ha (tương đường 7,8tr/m2) Link hồ s"
924,batch_917.txt,2022-10-01,10/1/2022 9:26 AM,Huy M - IM,lớn và có quy mô tương tự dự án Nghiên cứu (Dự án – Hùng Thắng 1,"Huy M - IM 10/1/2022 9:26 AM KĐT gửi CEO Tuan Tran-CEO kế hoạch đi khảo sát thị trường Quảng Ninh chi tiết như sau: Mục tiêu: Khảo sát thị trường Quảng Ninh, các dự án lớn và có quy mô tương tự dự án Nghiên cứu (Dự án – Hùng Thắng 1.7 ha) Thời gian: Ngày 3 – 5/11/2022 Nhân sự: Võ Bình – GĐ KĐT Mai Huy – TP ĐT Nguyễn Thanh Sơn - TP R&D Văn Đình Sơn – Trợ lý TGĐ KĐT trình CEO xét duyệt để triển khai các công tác liên quan. Ok by Unknown User"
925,batch_917.txt,2022-10-11,10/11/2022 6:26 PM,Trieu Nguyen-PTDT,the Bale tại Phan Thiết,"Trieu Nguyen-PTDT 10/11/2022 6:26 PM KĐT gửi anh Tuan Tran-CEO báo cáo dự án the Bale tại Phan Thiết, Bình Thuận có giá chào 390.48 tỷ đồng (3tr/m2 đất) cam kết hoàn thành đường kết nối, đền bù, và đóng tiền thuê đất 1 lần (BeeG trả tiền thuê đất) cụ thể: Vị trí và hiện trạng: Dự án nằm tại hẻm của đường Nguyễn Đình Chiểu (đường ven biển), cách bãi biển khoảng 500m Pháp lý đất: Dự án có tổng quy mô 13ha hiện có 2 sổ đất TMDV có quy mô 11.3ha, đất TMDV đóng tiền thuê đất hàng năm đến 2059 (còn 37 năm) Còn 1.9ha đang đền bù (chủ đầu tư cam kết đền bù sạch) Pháp lý đầu tư: Đã có CTĐT duyệt bán/cho thuê theo vòng đời dự án Pháp lý quy hoạch: QHSDĐ là TMDV Đã có QH 1/500: đất khu biệt thự chiếm 37%, đất khu căn hộ chiếm 5%, đất bungalow chiếm 12.8%, đất nhà hàng chiếm 1.2%, còn lại là đất hạ tầ"
926,batch_917.txt,,,,Bale,"Báo cáo DA Bale, Phan Thiết, Bình Thuận.pdf 10°57'01.9""N 108°11'59.7""E · 69 Nguyễn Đình Chiểu, khu phố 1, Thành phố Phan Thiết, Bình Thuận, Vietnam 69 Nguyễn Đình Chiểu, khu phố 1, Thành phố Phan Thiết, Bình Thuận, Vietnam goo.gl image Nguồn: Mr Chương by Unknown User"
927,batch_917.txt,2022-10-31,10/31/2022 2:44 PM,Trieu Nguyen-PTDT,có 4 mặt tiền nằm tại trục chính đường Hoàng Quốc Việt,"Trieu Nguyen-PTDT 10/31/2022 2:44 PM Edited KĐT gửi anh Tuan Tran-CEO báo cáo dự án 1.7ha tại đường Hoàng Quốc Việt, Hạ Long, Quảng Ninh có giá chào 140tr/m2 đất (2400 tỷ), cụ thể: Vị trị và hiện trạng: Dự án có 4 mặt tiền nằm tại trục chính đường Hoàng Quốc Việt, nằm trong quần thể dự án của BIM GROUP, có hướng nhìn ra biển Phía đối diện dự án có dự án công viên và biển hồ Pháp lý đất: GCNQSDĐ có quy mô 17098m2 đất ở kết hợp cửa hàng, thời hạn sử dụng lâu dài, có nguồn gốc nhà nước giao đất có thu tiền sử dụng đất Pháp lý đầu tư: Chưa có Pháp lý quy hoạch: QH Phân khu: Đất hỗn hợp, MĐXD 65%, HSSD 12 lần, 30 tầng cao Pháp lý xây dựng: Chưa có Sản phẩm đề xuất: Công trình chung cư cao cấp 133,555m2 sàn chung cư: giá bán 53tr/m2 sàn thông thủy có VAT tại năm 2025 (tham khảo dự án ICON 40 có "
928,batch_917.txt,,,,,"Báo cáo 1.7ha Hoàng Quốc Việt, Hạ Long, Quảng Ninh.pdf 20°57'30.6""N 107°00'32.8""E · 88, Khu đô thị mới, Thành phố Hạ Long, Quảng Ninh, Vietnam 88, Khu đô thị mới, Thành phố Hạ Long, Quảng Ninh, Vietnam goo.gl Ngoài ra, phòng R&D cũng đang hoàn thiện fi... by Unknown User"
929,batch_917.txt,,,,khu nhà ở Lộc Phú Gia với tổng diện tích đất thực hiện dự án là 690,"Báo cáo Dự án khu nhà ở Lộc Phú Gia với tổng diện tích đất thực hiện dự án là 690.000 m2 (giá chào bán khoảng 1,725 tỷ tương đương 2.5 tr/m2) tại mặt tiền đường ĐH 505 và ĐH 507 thuộc Xã Vĩnh Hòa, Huyện Phú Giáo, Tỉnh Bình Dương: Vị trí dự án: - Dự án tiếp giáp 2 mặt tiền đường hiện hữu: + Mặt tiền tiếp giáp khoảng 643m, giáp đường ĐH 505, đường nhựa rộng khoảng 10m (QH đường dự kiến 32m); + Mặt tiền tiếp giáp đường khoảng 95m, giáp đường ĐH 507 đường nhựa rộng khoảng 10m (QH đường dự kiến 32m). - Dự án tiếp giáp đường quy hoạch: + Bên phải QHTT GTVT tỉnh Bình Dương đường ĐT750B lộ giới 52m kết nối với đường DT741, cách đường DT 741 khoảng 3.5km. - Cách khu công nghiệp An Linh khoảng 12km, cách KCN cao su Đồng Phú khoảng 8km, cách KCN Vĩnh Lộc 2 khoảng 15km, cách KCN Vĩnh Lộc "
930,batch_917.txt,2022-11-02,11/2/2022 6:28 PM,Trieu Nguyen-PTDT,Đông Trung,"Trieu Nguyen-PTDT 11/2/2022 6:28 PM KĐT gửi anh Tuan Tran-CEO báo cáo đánh giá dự án Đông Trung, Bình Dương, cụ thể: Pháp lý đất: Quy mô đất 4.6ha đã đền bù cho dân Pháp lý đầu tư: - Đã có chủ trương đầu tư là nhà phố thấp tầng cho tổng quy mô 12ha - UBND có văn bản trả lời chấp thuận điều chỉnh chủ trương từ toàn bộ đất ở thấp tầng -> đất ở cao tầng và nhà phố thấp tầng, và điều chỉnh giảm quy mô dự án từ 12ha xuống còn 4.6ha Pháp lý quy hoạch: - Đã có QH 1.500 cho tổng quy mô 12ha (dân số 2970 người) phát triển dự án thấp tầng. Tuy nhiên, sau khi rà soát phát hiện 5.4ha có nguồn gốc đất công nên chủ đầu tư cũ đã trình bản quy hoạch QH 1/500 điều chỉnh thành dự án có quy mô 4.6ha bao gồm sản phẩm đất ở thấp tầng và đất ở hỗn hợp cao tầng Pháp lý xây dựng: Chưa có Sản phẩm đề xuất phát tri"
931,batch_917.txt,2022-11-04,11/4/2022 3:24 PM,Thao L - INVT,Hải Âu tại Bãi Trường,"Thao L - INVT 11/4/2022 3:24 PM K.ĐT báo cáo anh Tuan Tran-CEO dự án Hải Âu tại Bãi Trường, Dương Tơ, Phú Quốc. Thông tin: Dự án có quy mô 11.2ha với giá chào chuyển nhượng là 1.100 tỷ tương ứng 9,7tr.đ/m2 (bao hồm hiện trạng có các công trình trên đất). Vị trí: Dự án nằm phía cuối Bãi Trường, có phần biển dài khoảng 250m, tiếp giáp đường Trần Hưng Đạo, cách dự án MeyHomes khoảng 2,3km. Hiện trạng: Dự án hiện có các công trình đang xây dựng, tuy nhiên không xác định rõ được tiến độ, quy mô, diện tích xây dựng và giá trị công trình hiện hữu. Pháp lý dự án: Pháp lý đất: GCN quyền sử dụng đất 8.37ha- đất TMDV đến 2082, nguồn gốc: Nhà nước giao đất có thu tiền sử dụng đất (đóng tiền thuê đất một lần, trong đó: Được giảm 50% tiền sử dụng đất theo quy định số 695/QĐ-CT ngày 11/06/2018 với diện t"
932,batch_917.txt,2022-11-04,11/4/2022 3:24 PM,Thao L - INVT,không đạt hiệu quả tài chính,"Thao L - INVT 11/4/2022 3:24 PM Phương án kinh doanh và sản phẩm triển khai: Tiền sử dụng đất: K.ĐT đang tính toán phương án đóng thêm phần trả tiền thuê đất một lần đã được giảm 50% theo quyết định số 695/QĐ-CT ngày 11/06/2018 cho 6.95ha tương đương 100tỷ ~1.4tr/m2 (theo đơn giá đất năm 2018 và tính thêm 50%) Và phần diện tích giao thông nội bộ, cây xanh cảnh quan nội khu còn lại là 1.4ha sẽ đóng tiền thuê đất hằng năm, tổng 408tỷ (đến 2082, chia từng năm đóng) Các loại hình sản phẩm phát triển: Khách sạn: 370 phòng, diện tích phòng trung bình: 35m2/phòng. Condotel: 203 căn hộ, diện tích căn hộ trung bình: 60m2/căn. Biệt thự phía trong: 60căn, diện tích đất trung bình: 313m2đất/căn, xây dựng 3 tầng, DTSXD trung bình: 321m2 sàn/căn. Biệt thự gần biển: 15căn, diện tích đất trung bình: 119m2"
